Implementation smell,Namespace,Class,File,Method,Description
Complex Method,SimpleIoc,SimpleContainer,C:\repos\solarplexus6_Oop\OopL9\SimpleIoc\SimpleContainer.cs,GetInstance,Cyclomatic complexity of the method is 8
Long Statement,SimpleIoc,SimpleContainer,C:\repos\solarplexus6_Oop\OopL9\SimpleIoc\SimpleContainer.cs,ResolveConstructors,The length of the statement  "	var dependencyConstructor = constructors.FirstOrDefault (ci => ci.GetCustomAttribute<DependencyConstructorAttribute> () != null); " is 129.
Long Statement,SimpleIoc,SimpleContainer,C:\repos\solarplexus6_Oop\OopL9\SimpleIoc\SimpleContainer.cs,RegisterType,The length of the statement  "	_registeredObjects [typeof(TFrom)] = new RegisteredObject (typeof(TFrom)' typeof(TTo)' singleton ? LifeCycle.Singleton : LifeCycle.Transient); " is 142.
