Implementation smell,Namespace,Class,File,Method,Description
Long Statement,OopZ4,Program,C:\repos\solarplexus6_Oop\OopL3\OopZ4\Program.cs,Main,The length of the statement  "	Console.WriteLine ("Prostokąt o wymiarach {0} na {1} ma pole {2}"' rectangle.Width' rectangle.Height' calc.CalculateArea (rectangle)); " is 134.
