Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,Adform.SqlScripter.Script.Engines,TriggerScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Schema\TriggerScriptEngine.cs,Script,The method has 10 parameters.
Long Parameter List,Adform.SqlScripter.Script.Engines,StoredProcedureScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Schema\StoredProcedureScriptEngine.cs,Script,The method has 5 parameters.
Long Statement,Adform.SqlScripter.Script.Engines,ReplicationScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Database\ReplicationScriptEngine.cs,Script,The length of the statement  "			scriptObject.Script = publication.Script (ScriptOptions.EnableReplicationDB | ScriptOptions.IncludeCreateSnapshotAgent | ScriptOptions.Creation | ScriptOptions.IncludeArticles | ScriptOptions.IncludeGo | ScriptOptions.IncludeCreateLogreaderAgent | ScriptOptions.IncludePublisherSideSubscriptions | ScriptOptions.IncludeCreateQueuereaderAgent); " is 343.
Long Statement,Adform.SqlScripter.Script.Engines,SqlObjectConverter,C:\repos\adform_SqlScripter\Script\Engines\SqlObjectConverter.cs,Convert,The length of the statement  "		Schema = sqlObject.Urn.GetAttribute ("Name"' "Schema") ?? sqlObject.Urn.GetAttribute ("Schema") ?? sqlObject.Urn.GetAttribute ("Schema"' "Table") ?? sqlObject.Urn.GetAttribute ("Schema"' "View")' " is 195.
Long Statement,Adform.SqlScripter.Script.Engines,AssemblyScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Database\AssemblyScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].Assemblies.Cast<SqlAssembly> ().Where (assembly => !assembly.IsSystemObject); " is 123.
Long Statement,Adform.SqlScripter.Script.Engines,ServiceBrokerContractScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Database\ServiceBrokerContractScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].ServiceBroker.ServiceContracts.Cast<ServiceContract> ().Where (contract => !contract.IsSystemObject); " is 147.
Long Statement,Adform.SqlScripter.Script.Engines,ServiceBrokerMessageTypeScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Database\ServiceBrokerMessageTypeScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].ServiceBroker.MessageTypes.Cast<MessageType> ().Where (messageType => !messageType.IsSystemObject); " is 145.
Long Statement,Adform.SqlScripter.Script.Engines,ServiceBrokerQueueScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Database\ServiceBrokerQueueScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].ServiceBroker.Queues.Cast<ServiceQueue> ().Where (queue => !queue.IsSystemObject).Where (queue => !queue.Name.Contains ("SqlQueryNotificationService")); " is 198.
Long Statement,Adform.SqlScripter.Script.Engines,ServiceBrokerServiceScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Database\ServiceBrokerServiceScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].ServiceBroker.Services.Cast<BrokerService> ().Where (service => !service.IsSystemObject).Where (service => !service.Name.Contains ("SqlQueryNotificationService")); " is 209.
Long Statement,Adform.SqlScripter.Script.Engines,LoginScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Server\LoginScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Logins.Cast<Login> ().Where (login => !login.IsSystemObject).Where (login => !login.Name.Contains ("##")).Where (login => !login.Name.Contains ("NT ")).Where (login => !login.Name.Contains ("$")); " is 221.
Long Statement,Adform.SqlScripter.Script.Engines,SchemaScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Database\SchemaScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].Schemas.Cast<Schema> ().Where (schema => schema.Name != "sys").Where (schema => schema.Name != "INFORMATION_SCHEMA").Where (schema => schema.EnumOwnedObjects ().Any ()); " is 215.
Long Statement,Adform.SqlScripter.Script.Engines,TriggerScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Schema\TriggerScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].Tables.Cast<Table> ().Where (table => !table.IsSystemObject).Where (table => table.Schema == schema).SelectMany (table => table.Triggers.Cast<Trigger> ()).Where (trigger => !trigger.IsSystemObject).Union (_server.Databases [database].Views.Cast<View> ().Where (view => !view.IsSystemObject).Where (view => view.Schema == schema).SelectMany (view => view.Triggers.Cast<Trigger> ()).Where (view => !view.IsSystemObject)); " is 465.
Long Statement,Adform.SqlScripter.Script.Engines,UserDefinedFunctionScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Schema\UserDefinedFunctionScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].UserDefinedFunctions.Cast<UserDefinedFunction> ().Where (udf => !udf.IsSystemObject).Where (udf => udf.Schema == schema); " is 167.
Long Statement,Adform.SqlScripter.Script.Engines,UserDefinedTableTypeScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Schema\UserDefinedTableTypeScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].UserDefinedTableTypes.Cast<UserDefinedTableType> ().Where (udTableType => udTableType.Schema == schema); " is 150.
Long Statement,Adform.SqlScripter.Script.Engines,UserDefinedDataTypeScriptEngine,C:\repos\adform_SqlScripter\Script\Engines\Schema\UserDefinedDataTypeScriptEngine.cs,Script,The length of the statement  "	var sqlObjects = _server.Databases [database].UserDefinedDataTypes.Cast<UserDefinedDataType> ().Where (udDataType => udDataType.Schema == schema); " is 146.
