Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
OrdrxBaseClient,6,8,0,0,0,169,26,3,0,0.88,2,0
OrdrxClientException,0,7,2,0,5,93,7,0,0,0,1,1
OrdrxOrderClient,2,4,0,0,3,58,5,0,1,0.75,2,0
OrdrxRestaurantClient,1,8,0,0,8,196,35,0,1,0.62,4,0
OrdrxServiceAddresses,6,0,0,6,0,13,0,0,0,0,0,0
OrdrxUserClient,2,16,0,0,14,232,28,0,1,0.94,9,0
GuestOrder,0,0,17,0,0,154,0,0,1,0,0,0
OrderCustomerService,0,0,3,0,0,30,0,0,0,0,0,0
OrderInformation,0,0,4,0,0,42,0,0,0,0,0,1
UserBaseOrder,0,0,8,0,0,79,0,5,0,0,0,1
UserOrder,0,0,16,0,0,145,0,0,1,0,0,0
UserOrderWithSavedAddress,0,0,11,0,0,104,0,0,1,0,0,0
UserOrderWithSavedCreditCard,0,0,7,0,0,63,0,0,1,0,0,0
UserOrderWithSavedInfo,0,0,2,0,0,22,0,0,1,0,0,0
BooleanValue,0,0,0,0,0,16,0,0,0,0,0,0
MealItem,0,0,12,0,0,102,0,0,0,0,0,0
Restaurant,0,0,16,0,0,135,0,0,0,0,0,1
RestaurantAddress,0,0,5,0,0,46,0,0,0,0,0,0
RestaurantDeliveryCheck,0,0,10,0,0,87,0,1,0,0,0,1
RestaurantDeliveryPartner,0,0,3,0,0,30,0,0,0,0,0,0
RestaurantDetails,0,0,15,0,0,127,0,0,0,0,0,1
RestaurantFee,0,0,5,0,0,46,0,0,1,0,0,1
RestaurantService,0,0,3,0,0,30,0,0,0,0,0,0
AccountCreation,0,0,4,0,0,38,0,0,0,0,0,1
AccountInformation,0,0,5,0,0,46,0,0,0,0,0,1
AccountUserId,0,0,1,0,0,14,0,0,0,0,0,1
CreditCardCreation,0,0,11,0,0,105,0,0,0,0,0,1
CreditCardInformation,0,0,10,0,0,94,0,0,0,0,0,1
Order,0,0,10,0,0,96,0,0,0,0,0,1
OrderItem,0,0,9,0,0,78,0,0,0,0,0,0
UserAddress,0,0,7,0,0,62,0,0,0,0,0,1
UserAddressCreation,0,0,8,0,0,70,0,0,0,0,0,1
UserCredentials,0,0,2,0,0,22,0,0,0,0,0,1
Utilities,0,2,0,0,2,32,2,0,0,0,0,2
