Implementation smell,Namespace,Class,File,Method,Description
Complex Method,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,ScrollChanged,Cyclomatic complexity of the method is 10
Complex Method,com.refractored.components.stickylistheaders,WrapperView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\WrapperView.cs,Update,Cyclomatic complexity of the method is 8
Long Parameter List,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,OnLayout,The method has 5 parameters. Parameters: changed' left' top' right' bottom
Long Parameter List,com.refractored.components.stickylistheaders,WrapperView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\WrapperView.cs,OnLayout,The method has 5 parameters. Parameters: changed' l' t' r' b
Long Parameter List,com.refractored.components.stickylistheaders.Interfaces,IOnHeaderListClickListener,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\Interfaces\IOnHeaderListClickListener.cs,OnHeaderClick,The method has 5 parameters. Parameters: listView' header' itemPosition' headerId' currentlySticky
Long Identifier,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,,The length of the parameter m_AdapterHeaderAdapterClickListener is 35.
Complex Conditional,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,ScrollChanged,The conditional expression  "viewToWatch == null ||                          (!viewToWatchIsFooter && !((WrapperView)viewToWatch).HasHeader) ||                          ((childIsFooter || ((WrapperView)child).HasHeader) && childDistance < watchingChildDistance)"  is complex.
Complex Conditional,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,FixedFirstVisibleItem,The conditional expression  "!m_ClippingToPadding && PaddingTop > 0 && base.GetChildAt(0).Top > 0 && firstVisibileItem > 0"  is complex.
Empty Catch Block,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,Initialize,The method has an empty catch block.
Empty Catch Block,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,GetSelectorPosition,The method has an empty catch block.
Magic Number,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,DispatchDraw,The following statement contains a magic number: (int)Build.VERSION.SdkInt < 8
Magic Number,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,MeasureHeader,The following statement contains a magic number: (int)Build.VERSION.SdkInt >= 17
Magic Number,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,FixedFirstVisibleItem,The following statement contains a magic number: (int)Build.VERSION.SdkInt >= 11
Magic Number,com.refractored.components.stickylistheaders,StickyListHeadersListView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\StickyListHeadersListView.cs,OnScroll,The following statement contains a magic number: (int)Build.VERSION.SdkInt >= 8
Magic Number,com.refractored.components.stickylistheaders,WrapperView,D:\research\architectureSmells\repos\jamesmontemagno_XamDroid.StickyListHeaders\Library\XamDroid.StickyListHeaders\WrapperView.cs,DispatchDraw,The following statement contains a magic number: (int) Build.VERSION.SdkInt < 11
