Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Couchbase,Couchbase.Configuration.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Client' Couchbase.IO
Cyclic Dependency,Couchbase,Couchbase.Configuration.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Client' Couchbase.IO' Couchbase.Core
Cyclic Dependency,Couchbase,Couchbase.Configuration.Server.Monitoring,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Server.Monitoring' Couchbase.Core
Cyclic Dependency,Couchbase,Couchbase.Configuration.Server.Monitoring,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Server.Monitoring' Couchbase.Core' Couchbase.Core.Monitoring
Cyclic Dependency,Couchbase,Couchbase.Configuration.Server.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Server.Serialization' Couchbase.Utils
Cyclic Dependency,Couchbase,Couchbase.Configuration.Server.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Server.Serialization' Couchbase.Configuration.Client' Couchbase.Utils
Cyclic Dependency,Couchbase,Couchbase.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core' Couchbase.Core.Monitoring
Cyclic Dependency,Couchbase,Couchbase.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core' Couchbase.IO
Cyclic Dependency,Couchbase,Couchbase.Core.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core.Serialization' Couchbase.Configuration.Client
Cyclic Dependency,Couchbase,Couchbase.Core.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core.Serialization' Couchbase.Configuration.Client' Couchbase.IO
Cyclic Dependency,Couchbase,Couchbase.Core.Transcoders,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core.Transcoders' Couchbase.Configuration.Client
Cyclic Dependency,Couchbase,Couchbase.Core.Transcoders,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core.Transcoders' Couchbase.Configuration.Client' Couchbase.IO
Cyclic Dependency,Couchbase,Couchbase.IO,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.IO' Couchbase.IO.Services' Couchbase.Configuration.Client
Unstable Dependency,Couchbase,Couchbase.Analytics,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase
Unstable Dependency,Couchbase,Couchbase.Authentication.SASL,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core
Unstable Dependency,Couchbase,Couchbase,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Configuration.Server.Providers.Streaming' Couchbase.Management' Couchbase.IO.Operations.SubDocument
Unstable Dependency,Couchbase,Couchbase.Configuration.Client,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core.Transcoders' Couchbase.Authentication.SASL' Couchbase.Configuration.Client.Providers' Couchbase.Configuration.Server.Serialization' Couchbase.Configuration
Unstable Dependency,Couchbase,Couchbase.Configuration,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core' Couchbase.Core.Buckets
Unstable Dependency,Couchbase,Couchbase.Configuration.Server.Serialization,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core' Couchbase.Configuration
Unstable Dependency,Couchbase,Couchbase.Core.Buckets,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.IO.Operations.EnhancedDurability' Couchbase' Couchbase.Configuration.Server.Providers.FileSystem
Unstable Dependency,Couchbase,Couchbase.Core,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase' Couchbase.Configuration.Server.Providers' Couchbase.Core.Monitoring' Couchbase.Configuration.Server.Monitoring' Couchbase.Core.Buckets' Couchbase.Configuration.Server.Providers.Streaming' Couchbase.Configuration.Server.Providers.CarrierPublication' Couchbase.Analytics' Couchbase.Search' Couchbase.Core.Transcoders
Unstable Dependency,Couchbase,Couchbase.Core.IO.SubDocument,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core
Unstable Dependency,Couchbase,Couchbase.Core.Serialization,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Configuration.Client' Couchbase.Configuration.Client.Providers
