Architecture smell,Project,Namespace,Cause
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Configuration.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Client' Couchbase.IO
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Configuration.Client,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Client' Couchbase.IO' Couchbase.Core
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Configuration.Server.Monitoring,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Server.Monitoring' Couchbase.Core
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Configuration.Server.Monitoring,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Server.Monitoring' Couchbase.Core' Couchbase.Core.Monitoring
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Configuration.Server.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Server.Serialization' Couchbase.Utils
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Configuration.Server.Serialization,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Configuration.Server.Serialization' Couchbase.Configuration.Client' Couchbase.Utils
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core' Couchbase.Core.Monitoring
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core' Couchbase.IO
Cyclic Dependency,Couchbase.NetStandard,Couchbase.IO,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.IO' Couchbase.IO.Services' Couchbase.Configuration.Client
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Core.Transcoders,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core.Transcoders' Couchbase.Configuration.Client
Cyclic Dependency,Couchbase.NetStandard,Couchbase.Core.Transcoders,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Couchbase.Core.Transcoders' Couchbase.Configuration.Client' Couchbase.IO
Unstable Dependency,Couchbase.NetStandard,Couchbase.Analytics,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase
Unstable Dependency,Couchbase.NetStandard,Couchbase,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Configuration.Server.Providers.Streaming' Couchbase.Management' Couchbase.IO.Operations.SubDocument
Unstable Dependency,Couchbase.NetStandard,Couchbase.Configuration.Client,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Authentication.SASL' Couchbase.Configuration.Server.Serialization' Couchbase.Configuration
Unstable Dependency,Couchbase.NetStandard,Couchbase.Configuration,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core' Couchbase.Core.Buckets' Couchbase.Authentication.SASL
Unstable Dependency,Couchbase.NetStandard,Couchbase.Configuration.Server.Serialization,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core' Couchbase.Configuration
Unstable Dependency,Couchbase.NetStandard,Couchbase.Core.Buckets,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.IO.Operations.EnhancedDurability' Couchbase' Couchbase.Configuration.Server.Providers.FileSystem
Unstable Dependency,Couchbase.NetStandard,Couchbase.Core,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase' Couchbase.Configuration.Server.Providers' Couchbase.Authentication.SASL' Couchbase.Core.Monitoring' Couchbase.Configuration.Server.Monitoring' Couchbase.Core.Buckets' Couchbase.Configuration.Server.Providers.Streaming' Couchbase.Configuration.Server.Providers.CarrierPublication' Couchbase.Analytics' Couchbase.Search
Unstable Dependency,Couchbase.NetStandard,Couchbase.Core.IO.SubDocument,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core
Unstable Dependency,Couchbase.NetStandard,Couchbase.IO,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Authentication.SASL' Couchbase.Configuration.Client' Couchbase.Core' Couchbase.IO.Services
Unstable Dependency,Couchbase.NetStandard,Couchbase.IO.Operations,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.IO' Couchbase.Core' Couchbase.N1QL' Couchbase' Couchbase.Configuration.Server.Serialization
Unstable Dependency,Couchbase.NetStandard,Couchbase.Core.Diagnostics,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.IO.Operations
Unstable Dependency,Couchbase.NetStandard,Couchbase.Core.Transcoders,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.IO.Operations' Couchbase.N1QL' Couchbase.Configuration.Client
Unstable Dependency,Couchbase.NetStandard,Couchbase.Configuration.Server,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Configuration.Server.Serialization
Unstable Dependency,Couchbase.NetStandard,Couchbase.IO.Converters,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.N1QL
Unstable Dependency,Couchbase.NetStandard,Couchbase.Management,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Configuration.Server.Providers.Streaming
Unstable Dependency,Couchbase.NetStandard,Couchbase.N1QL,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core' Couchbase.Core.Buckets' Couchbase' Couchbase.Configuration
Unstable Dependency,Couchbase.NetStandard,Couchbase.Search,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase
Unstable Dependency,Couchbase.NetStandard,Couchbase.Search.Queries,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core' Couchbase.Search
Unstable Dependency,Couchbase.NetStandard,Couchbase.Utils,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.Core' Couchbase.Configuration.Client' Couchbase.N1QL' Couchbase.Configuration.Server.Serialization
Unstable Dependency,Couchbase.NetStandard,Couchbase.Views,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.N1QL' Couchbase.Configuration.Client
Unstable Dependency,Couchbase.NetStandard,Couchbase.IO.Utils,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Couchbase.IO
God Component,Couchbase.NetStandard,Couchbase,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 34
God Component,Couchbase.NetStandard,Couchbase.Configuration.Server.Serialization,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 45
God Component,Couchbase.NetStandard,Couchbase.Core,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 33
God Component,Couchbase.NetStandard,Couchbase.IO.Operations,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 39
God Component,Couchbase.NetStandard,Couchbase.N1QL,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 31
God Component,Couchbase.NetStandard,Couchbase.Search,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 30
God Component,Couchbase.NetStandard,Couchbase.Annotations,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 38
