Implementation smell,Namespace,Class,File,Method,Description
Missing Default,Ysfo.Samples.Unloader,MainForm,C:\repos\lucaspiller_ysflight-organiser\samples\Ysfo.Samples.Unloader\MainForm.cs,Cleanup,The following switch statement is missing a default case: switch (userResponse) {  case DialogResult.Cancel:  	// cancel  	return false;  case DialogResult.Yes:  	// save  	ysfo.Cleanup (true);  	break;  case DialogResult.No:  	// don't save  	ysfo.Cleanup (false);  	break;  }  
