Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
XAttributeWrapper,0,1,5,0,1,34,1,0,1,0,0,2
XCommentWrapper,0,1,3,0,1,26,1,0,1,0,0,1
XContainerWrapper,1,3,3,0,3,56,3,2,1,0.67,9,1
XDeclarationWrapper,0,1,5,0,1,37,1,0,2,0,0,1
XDocumentTypeWrapper,1,1,5,0,1,33,1,0,2,0,0,2
XDocumentWrapper,0,14,3,0,14,87,15,0,2,0,7,2
XElementWrapper,0,3,6,0,3,48,3,0,2,0,2,3
XObjectWrapper,1,5,8,0,2,81,6,7,1,0.8,1,3
XProcessingInstructionWrapper,0,1,3,0,1,24,1,0,2,0,0,2
XTextWrapper,0,1,3,0,1,24,1,0,2,0,0,1
