Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Notifications,MyViewController,D:\research\architectureSmells\repos\xamarin_mobile-samples\Notifications\Notifications.iOS\MyViewController.cs,ViewDidLoad,The following statement contains a magic number: _button.TouchUpInside += (sender' e) =>  			{  				//---- create the notification  				var notification = new UILocalNotification ();    				//---- set the fire date (the date time in which it will fire)  				notification.FireDate = (NSDate)DateTime.Now.AddSeconds (15);    				//---- configure the alert stuff  				notification.AlertAction = "View Alert";  				notification.AlertBody = "Your one minute alert has fired!";    				//---- modify the badge  				notification.ApplicationIconBadgeNumber = 1;    				//---- set the sound to be the default sound  				notification.SoundName = UILocalNotification.DefaultSoundName;    				//---- schedule it  				UIApplication.SharedApplication.ScheduleLocalNotification (notification);  			};
Magic Number,Notifications,MyViewController,D:\research\architectureSmells\repos\xamarin_mobile-samples\Notifications\Notifications.iOS\MyViewController.cs,AddButtonToView,The following statement contains a magic number: _button.Frame = new  CGRect(  				View.Frame.Width / 2 - buttonWidth / 2'  				View.Frame.Height / 2 - buttonHeight / 2'  				buttonWidth'  				buttonHeight);
Magic Number,Notifications,MyViewController,D:\research\architectureSmells\repos\xamarin_mobile-samples\Notifications\Notifications.iOS\MyViewController.cs,AddButtonToView,The following statement contains a magic number: _button.Frame = new  CGRect(  				View.Frame.Width / 2 - buttonWidth / 2'  				View.Frame.Height / 2 - buttonHeight / 2'  				buttonWidth'  				buttonHeight);
Magic Number,Notifications,MyViewController,D:\research\architectureSmells\repos\xamarin_mobile-samples\Notifications\Notifications.iOS\MyViewController.cs,AddButtonToView,The following statement contains a magic number: _button.Frame = new  CGRect(  				View.Frame.Width / 2 - buttonWidth / 2'  				View.Frame.Height / 2 - buttonHeight / 2'  				buttonWidth'  				buttonHeight);
Magic Number,Notifications,MyViewController,D:\research\architectureSmells\repos\xamarin_mobile-samples\Notifications\Notifications.iOS\MyViewController.cs,AddButtonToView,The following statement contains a magic number: _button.Frame = new  CGRect(  				View.Frame.Width / 2 - buttonWidth / 2'  				View.Frame.Height / 2 - buttonHeight / 2'  				buttonWidth'  				buttonHeight);
