Implementation smell,Namespace,Class,File,Method,Description
Magic Number,MediaPickerSample,MediaPickerSampleViewController,C:\repos\xamarin_mobile-samples\SoMA\iOS\Components\xamarin.mobile-0.6.2.1\samples\Xamarin.Mobile.iOS.Samples\MediaPickerSample\MediaPickerSampleViewController.cs,takeVideoBtnClicked,The following statement contains a magic number: picker.TakeVideoAsync (new StoreVideoOptions  			{  				Quality = VideoQuality.Medium'  				DesiredLength = new TimeSpan(0' 0' 30)  			})  			.ContinueWith (t => // Continue when the user has finished recording  			{  				if (t.IsCanceled) // The user canceled  					return;  					  				// Play the video the user recorded  				InvokeOnMainThread( delegate {  					moviePlayer = new MPMoviePlayerViewController (NSUrl.FromFilename(t.Result.Path));  					moviePlayer.MoviePlayer.UseApplicationAudioSession = true;  		    		this.PresentMoviePlayerViewController(moviePlayer);  				});  			});
