Namespace,Type,Method,LOC,CC,PC
TaskyWin8,App,App,4,1,0
TaskyWin8,App,OnLaunched,22,4,1
TaskyWin8,App,OnSuspending,5,1,2
TaskyWin8,MainPage,MainPage,4,1,0
TaskyWin8,MainPage,OnNavigatedTo,3,1,1
TaskyWin8,MainPage,Add_Click,7,1,2
TaskyWin8,MainPage,Task_Tap,5,1,2
TaskyWin8,MainPage,Save_Tap,7,2,2
TaskyWin8,MainPage,Delete_Tap,8,2,2
TaskyWin8,TaskListViewModel,BeginUpdate,9,1,0
TaskyWin8,TaskListViewModel,PopulateData,20,1,1
TaskyWin8,TaskListViewModel,PopulateTaskViewModel,4,1,1
TaskyWin8,TaskListViewModel,GetTask,5,2,0
TaskyWin8,TaskViewModel,TaskViewModel,2,1,0
TaskyWin8,TaskViewModel,TaskViewModel,3,1,1
TaskyWin8,TaskViewModel,Update,6,1,1
TaskyWin8,TaskViewModel,GetTask,8,1,0
TaskyWin8,ViewModelBase,OnPropertyChanged,6,2,1
Tasky.DL.SQLite,SQLiteException,SQLiteException,3,1,2
Tasky.DL.SQLite,SQLiteException,New,3,1,2
Tasky.DL.SQLite,SQLiteConnection,SQLiteConnection,13,2,2
Tasky.DL.SQLite,SQLiteConnection,SQLiteConnection,27,2,3
Tasky.DL.SQLite,SQLiteConnection,SQLiteConnection,6,2,0
Tasky.DL.SQLite,SQLiteConnection,GetMapping,11,3,1
Tasky.DL.SQLite,SQLiteConnection,GetMapping,3,1,0
Tasky.DL.SQLite,SQLiteConnection,DropTable,5,1,0
Tasky.DL.SQLite,SQLiteConnection,CreateTable,3,1,0
Tasky.DL.SQLite,SQLiteConnection,CreateTable,54,9,1
Tasky.DL.SQLite,SQLiteConnection,MigrateTable,24,6,1
Tasky.DL.SQLite,SQLiteConnection,NewCommand,3,1,0
Tasky.DL.SQLite,SQLiteConnection,CreateCommand,12,3,2
Tasky.DL.SQLite,SQLiteConnection,Execute,20,4,2
Tasky.DL.SQLite,SQLiteConnection,ExecuteScalar,21,4,2
Tasky.DL.SQLite,SQLiteConnection,Query,4,1,2
Tasky.DL.SQLite,SQLiteConnection,DeferredQuery,4,1,2
Tasky.DL.SQLite,SQLiteConnection,Query,4,1,3
Tasky.DL.SQLite,SQLiteConnection,DeferredQuery,4,1,3
