Method,LOC,CC,PC
BookmarksWindow:BookmarksWindow,5,1,0
BookmarksWindow:BookmarksWindow_Closing,4,1,2
BookmarksWindow:BookmarksWindow_Loaded,6,1,2
BookmarksWindow:DeleteFiles,7,5,1
ListeningProgressBar:OnTrackSourceChanged,4,1,2
ListeningProgressBar:ListeningProgressBar,3,1,0
TimeLine:TimeLine,3,1,0
TimeLine:OnMouseMove,13,4,1
TimeLine:OnMouseLeftButtonDown,5,1,1
TimeLine:OnMouseLeftButtonUp,9,1,1
TimeLine:OnMouseLeave,6,2,1
LeftPercentageConverter:Convert,3,1,4
LeftPercentageConverter:ConvertBack,3,1,4
RightPercentageConverter:Convert,3,1,4
RightPercentageConverter:ConvertBack,3,1,4
RangeToLeftPercentageConverter:Convert,6,1,4
RangeToLeftPercentageConverter:ConvertBack,3,1,4
RangeToRightPercentageConverter:Convert,6,1,4
RangeToRightPercentageConverter:ConvertBack,3,1,4
RangeToWidthPercentageConverter:Convert,6,1,4
RangeToWidthPercentageConverter:ConvertBack,3,1,4
DurationValueConverter:Convert,5,1,4
DurationValueConverter:ConvertBack,3,1,4
PercentsValueConverter:Convert,4,1,4
PercentsValueConverter:ConvertBack,3,1,4
MainWindow:MainWindow,6,1,0
MainWindow:MainWindow_Loaded,24,2,2
MainWindow:GlobalHotKeyPressed,53,31,2
MainWindow:myTimeLine_PositionChanged,8,2,2
MainWindow:PlayerSeekTo,12,2,2
MainWindow:MainWindow_Closing,8,2,2
MainWindow:ClosePlaylist,9,2,2
MainWindow:StartUpdateTimer,4,2,0
MainWindow:StopUpdateTimer,6,2,0
MainWindow:UpdateTimeLineValue,10,1,1
MainWindow:PlaylistListBox_MouseDoubleClick,31,3,2
MainWindow:ZPlayCallbackFunction,17,2,5
MainWindow:FinishListeningRange,7,1,0
MainWindow:StartListeningRange,7,1,0
MainWindow:PlaylistListBox_Drop,18,5,3
MainWindow:BindPlaylist,7,1,0
MainWindow:GetPlayerState,13,3,0
MainWindow:MoveFilesUp,5,1,1
MainWindow:MoveFilesDown,5,1,1
MainWindow:SelectionRange,12,4,2
MainWindow:DeleteFiles,11,4,1
MainWindow:volumeSlider_ValueChanged,4,2,2
MainWindow:PlaylistNameLabel_MouseUp,7,1,2
MainWindow:PlaylistNameTextBox_KeyDown,12,3,2
MainWindow:SaveMenuItem_Click,5,1,2
MainWindow:SaveAsMenuItem_Click,3,1,2
MainWindow:NewPlaylistMenuItem_Click,5,1,2
MainWindow:ManageBookmarksMenuItem_Click,5,1,2
KeyboardHook:RegisterHotKey,1,1,4
KeyboardHook:UnregisterHotKey,1,1,2
KeyboardHook:KeyboardHook,7,1,2
KeyboardHook:RegisterHotKey,7,2,2
KeyboardHook:Dispose,7,2,0
KeyPressedEventArgs:KeyPressedEventArgs,4,1,2
SimpleCommand:SimpleCommand,4,1,2
SimpleCommand:CanExecute,3,1,1
SimpleCommand:Execute,3,1,1
ListeningProgressRange:Merge,10,3,1
PlaylistElement:PlaylistElement,3,1,0
PlaylistElement:OnPropertyChanged,6,2,1
PlaylistElement:GetPreviousBookmark,12,3,1
PlaylistElement:GetNextBookmark,11,3,1
PlaylistElement:AddBookmark,14,4,1
PlaylistElement:DeleteBookmark,4,1,1
PlaylistElement:RegeneratePercents,15,6,0
PlaylistElement:StartListeningRange,10,2,1
PlaylistElement:UpdateListeningRange,14,2,1
PlaylistElement:EndListeningRange,7,1,1
PlaylistElement:FlattenListeningRange,31,7,0
PlaylistManager:PlaylistManager,3,1,0
PlaylistManager:PlaylistManager,10,2,1
PlaylistManager:PlaylistElementChanged,5,2,2
PlaylistManager:AddFile,38,7,1
PlaylistManager:Save,33,6,2
PlaylistManager:IsDirectory,5,1,1
PlaylistManager:DirectoryFromPath,6,1,1
PlaylistManager:GetMutualPath,27,4,2
PlaylistManager:UpdateMutualPath,5,1,1
PlaylistManager:MoveFilesUp,9,2,2
PlaylistManager:MoveFilesDown,9,2,2
PlaylistManager:DeleteElement,4,1,1
ZPlay:zplay_CreateZPlay,1,1,0
ZPlay:zplay_DestroyZPlay,1,1,1
ZPlay:zplay_SetSettings,1,1,3
ZPlay:zplay_GetSettings,1,1,2
ZPlay:zplay_GetError,1,1,1
ZPlay:zplay_GetErrorW,1,1,1
ZPlay:zplay_GetVersion,1,1,1
ZPlay:zplay_GetFileFormat,1,1,2
ZPlay:zplay_GetFileFormatW,1,1,2
ZPlay:zplay_OpenFile,1,1,3
ZPlay:zplay_AddFile,1,1,3
ZPlay:zplay_OpenFileW,1,1,3
ZPlay:zplay_AddFileW,1,1,3
ZPlay:zplay_OpenStream,1,1,6
ZPlay:zplay_PushDataToStream,1,1,3
ZPlay:zplay_Close,1,1,1
ZPlay:zplay_Play,1,1,1
ZPlay:zplay_Stop,1,1,1
ZPlay:zplay_Pause,1,1,1
ZPlay:zplay_Resume,1,1,1
ZPlay:zplay_IsStreamDataFree,1,1,2
ZPlay:zplay_GetDynamicStreamLoad,1,1,2
ZPlay:zplay_GetPosition,1,1,2
ZPlay:zplay_PlayLoop,1,1,7
ZPlay:zplay_Seek,1,1,4
ZPlay:zplay_ReverseMode,1,1,2
ZPlay:zplay_SetMasterVolume,1,1,3
ZPlay:zplay_SetPlayerVolume,1,1,3
ZPlay:zplay_GetMasterVolume,1,1,3
ZPlay:zplay_GetPlayerVolume,1,1,3
ZPlay:zplay_GetBitrate,1,1,2
ZPlay:zplay_GetStatus,1,1,2
ZPlay:zplay_MixChannels,1,1,4
ZPlay:zplay_GetVUData,1,1,3
ZPlay:zplay_SlideVolume,1,1,9
ZPlay:zplay_EnableEqualizer,1,1,2
ZPlay:zplay_SetEqualizerPoints,1,1,3
ZPlay:zplay_GetEqualizerPoints,1,1,3
ZPlay:zplay_SetEqualizerParam,1,1,4
ZPlay:zplay_GetEqualizerParam,1,1,4
ZPlay:zplay_SetEqualizerPreampGain,1,1,2
ZPlay:zplay_GetEqualizerPreampGain,1,1,1
ZPlay:zplay_SetEqualizerBandGain,1,1,3
ZPlay:zplay_GetEqualizerBandGain,1,1,2
