Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,Avalonia.Interactivity,RoutedEvent,C:\repos\grokys_Perspex\src\Avalonia.Interactivity\RoutedEvent.cs,AddClassHandler,The conditional expression  "targetType.GetTypeInfo().IsAssignableFrom(sender.GetType().GetTypeInfo()) &&                      ((e.Route == RoutingStrategies.Direct) || (e.Route & routes) != 0) &&                      (!e.Handled || handledEventsToo)"  is complex.
