Implementation smell,Namespace,Class,File,Method,Description
Magic Number,Entity,LeadLibrary,C:\repos\densjizz_saleslead\Entity\LeadList.cs,CreateAndAdd300FakeLeads,The following statement contains a magic number: for (int i = 0; i < 300; i++) {  	Lead newLead = new Lead ();  	newLead.Title = "Lead Item " + i;  	newLead.Status = new Status.Status ();  	newLead.Rating = new Rating.Rating ();  	_leads.Add (newLead);  }  
