Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,Snap.LinFu,AspectPostProcessor,C:\repos\TylerBrinks_Snap\Snap.LinFu\AspectPostProcessor.cs,PostProcess,The conditional expression  "instanceTypeName.Contains("LinFu.") || instanceTypeName == "Snap.AspectConfiguration"                  || instanceTypeName == "Snap.IMasterProxy" || instanceTypeName == "Snap.MasterProxy""  is complex.
