Implementation smell,Namespace,Class,File,Method,Description
Complex Method,DeltaEngine.Editor.InputEditor,InputSaverAndLoader,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputSaverAndLoader.cs,SetTrigger,Cyclomatic complexity of the method is 9
Complex Method,DeltaEngine.Editor.InputEditor,InputTypeEditor,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputTypeEditor.cs,CheckWichTriggerTypeToChange,Cyclomatic complexity of the method is 8
Complex Method,DeltaEngine.Editor.InputEditor,InputTypeEditor,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputTypeEditor.cs,CheckWhatTriggerType,Cyclomatic complexity of the method is 9
Complex Method,DeltaEngine.Editor.InputEditor,InputEditorViewModel,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputEditorViewModel.cs,CheckWhichTriggerToAdd,Cyclomatic complexity of the method is 9
Long Statement,DeltaEngine.Editor.InputEditor,InputSaverAndLoader,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputSaverAndLoader.cs,LoadKeyCommand,The length of the statement  "	editor.availableCommands.AddTrigger (commandName' ((Key)Enum.Parse (typeof(Key)' valueSplit [0]))' ((State)Enum.Parse (typeof(State)' valueSplit [1]))); " is 152.
Long Statement,DeltaEngine.Editor.InputEditor,InputSaverAndLoader,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputSaverAndLoader.cs,LoadMouseCommand,The length of the statement  "	editor.availableCommands.AddTrigger (commandName' ((MouseButton)Enum.Parse (typeof(MouseButton)' valueSplit [0]))' ((State)Enum.Parse (typeof(State)' valueSplit [1]))); " is 168.
Long Statement,DeltaEngine.Editor.InputEditor,InputSaverAndLoader,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputSaverAndLoader.cs,LoadGamepadCommand,The length of the statement  "	editor.availableCommands.AddTrigger (commandName' ((GamePadButton)Enum.Parse (typeof(GamePadButton)' valueSplit [0]))' ((State)Enum.Parse (typeof(State)' valueSplit [0]))); " is 172.
Long Statement,DeltaEngine.Editor.InputEditor,InputTypeEditor,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputTypeEditor.cs,ChangeTriggerToMouseHoverTrigger,The length of the statement  "	inputEditorViewModel.availableCommands.GetAllTriggers (inputEditorViewModel.SelectedCommand) [index] = mouseHoldTrigger; " is 120.
Long Statement,DeltaEngine.Editor.InputEditor,InputTypeEditor,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputTypeEditor.cs,ChangeTriggerToMouseMovementTrigger,The length of the statement  "	inputEditorViewModel.availableCommands.GetAllTriggers (inputEditorViewModel.SelectedCommand) [index] = mouseMovementTrigger; " is 124.
Long Statement,DeltaEngine.Editor.InputEditor,InputEditorViewModel,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputEditorViewModel.cs,ChangeState,The length of the statement  "	if (e.TypeBox.SelectedItem.ToString () != "Touchpad" && e.TypeBox.SelectedItem.ToString () != "MouseDragAndDrop" && e.TypeBox.SelectedItem.ToString () != "MouseHold" && e.TypeBox.SelectedItem.ToString () != "MouseHover" && e.TypeBox.SelectedItem.ToString () != "MouseMovement") " is 277.
Long Statement,DeltaEngine.Editor.InputEditor,InputEditorViewModel,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputEditorViewModel.cs,ChangeType,The length of the statement  "	if (e.RemovingItem != "Touchpad" && e.RemovingItem != "MouseDragAndDrop" && e.RemovingItem != "MouseHold" && e.RemovingItem != "MouseHover" && e.RemovingItem != "MouseMovement") " is 177.
Complex Conditional,DeltaEngine.Editor.InputEditor,InputEditorViewModel,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputEditorViewModel.cs,ChangeState,The conditional expression  "e.TypeBox.SelectedItem.ToString () != "Touchpad" && e.TypeBox.SelectedItem.ToString () != "MouseDragAndDrop" && e.TypeBox.SelectedItem.ToString () != "MouseHold" && e.TypeBox.SelectedItem.ToString () != "MouseHover" && e.TypeBox.SelectedItem.ToString () != "MouseMovement""  is complex.
Complex Conditional,DeltaEngine.Editor.InputEditor,InputEditorViewModel,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\InputEditor\InputEditorViewModel.cs,ChangeType,The conditional expression  "e.RemovingItem != "Touchpad" && e.RemovingItem != "MouseDragAndDrop" && e.RemovingItem != "MouseHold" && e.RemovingItem != "MouseHover" && e.RemovingItem != "MouseMovement""  is complex.
