Implementation smell,Namespace,Class,File,Method,Description
Missing Default,DeltaEngine.Editor.Messages,PlatformNameExtensions,C:\repos\DeltaEngine_DeltaEngine.OpenTK\Editor\Messages\PlatformNameExtensions.cs,GetPlatformFromFileExtension,The following switch statement is missing a default case: switch (fileExtension.ToLower ()) {  case ".exe":  	return PlatformName.Windows;  case ".appx":  	return PlatformName.Windows8;  case ".xap":  	return PlatformName.WindowsPhone7;  case ".apk":  	return PlatformName.Android;  case ".ipa":  	return PlatformName.IOS;  case ".zip":  	return PlatformName.Web;  }  
