Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
Map,3,7,2,2,0,75,10,0,1,0.57,0,0
MapGraticule,0,3,0,0,0,49,10,0,1,0,4,0
Location,3,8,2,0,8,64,9,0,0,0.71,0,11
LocationCollection,0,3,0,0,3,25,5,0,0,0,1,1
LocationCollectionConverter,0,2,0,0,2,11,2,0,0,0,1,0
LocationConverter,0,2,0,0,2,11,2,0,0,0,1,0
MapBase,28,36,19,14,10,659,104,1,1,0.92,6,3
MapImageLayer,5,5,2,0,1,150,14,0,1,0.7,5,0
MapItem,0,1,0,0,0,10,1,0,0,0,0,1
MapItemsControl,1,9,1,1,3,77,14,0,0,0,2,0
MapImage,2,1,1,1,0,25,1,0,1,0,0,1
IMapElement,0,0,1,0,0,7,0,3,0,0,0,1
MapPanel,3,11,1,2,3,182,61,2,1,0.64,3,1
MapPolyline,3,2,2,2,0,54,4,0,1,0,1,0
MapRectangle,4,2,4,4,1,60,3,1,1,0,1,0
MapPath,1,2,1,0,0,28,2,2,1,1,1,0
MapTransform,0,3,1,0,3,29,3,1,0,0,1,1
MercatorTransform,1,3,1,0,3,45,8,0,1,0,1,1
Pushpin,0,1,0,0,0,10,1,0,0,0,0,0
Tile,4,1,2,4,1,23,1,0,0,0,0,3
TileContainer,11,6,0,1,5,106,15,0,0,0.74,2,2
TileLayer,6,6,11,0,1,139,13,0,0,0.69,2,3
TileLayerCollection,0,0,0,0,0,8,0,0,0,0,0,1
TileSource,4,11,2,2,3,121,12,1,0,0.93,2,5
TileSourceConverter,0,2,0,0,2,11,2,0,0,0,1,0
GlyphRunText,0,2,0,0,2,39,6,0,0,0,0,2
ImageTileSource,0,1,1,0,1,19,1,0,1,0,0,1
MapOverlay,19,3,19,16,0,208,4,2,1,0.89,1,2
MapScale,3,4,1,1,0,67,8,0,2,0.5,2,0
TileImageLoader,5,10,3,2,0,221,40,0,0,0.7,3,1
