Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Controllers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference.Controllers' Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects,Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject,Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Controllers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference.Controllers' Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects' Xpand.ExpressApp.ModelDifference.DataStore.Queries,Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject' Xpand.ExpressApp.ModelDifference.DataStore.Queries.IQueryDifferenceObject,Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject' Xpand.ExpressApp.ModelDifference.DataStore.Queries.IQueryDifferenceObject
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Controllers,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference.Controllers' Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects' Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects,Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject,Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference.Core' Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Core.Extensions' Xpand.ExpressApp.ModelDifference.Core.IModelDifferenceServerModels' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule,Xpand.ExpressApp.ModelDifference.Core.Extensions' Xpand.ExpressApp.ModelDifference.Core.IModelDifferenceServerModels' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference.Core' Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects,Xpand.ExpressApp.ModelDifference.Core.Extensions' Xpand.ExpressApp.ModelDifference.Core.IModelDifferenceServerModels' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject,Xpand.ExpressApp.ModelDifference.Core.Extensions' Xpand.ExpressApp.ModelDifference.Core.IModelDifferenceServerModels' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference.Core' Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects' Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Core.Extensions' Xpand.ExpressApp.ModelDifference.Core.IModelDifferenceServerModels' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject,Xpand.ExpressApp.ModelDifference.Core.Extensions' Xpand.ExpressApp.ModelDifference.Core.IModelDifferenceServerModels' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Core,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference.Core' Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects' Xpand.ExpressApp.ModelDifference.Controllers' Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.Core.Extensions' Xpand.ExpressApp.ModelDifference.Core.IModelDifferenceServerModels' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject' Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController,Xpand.ExpressApp.ModelDifference.Core.Extensions' Xpand.ExpressApp.ModelDifference.Core.IModelDifferenceServerModels' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject' Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects,Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject,Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects' Xpand.ExpressApp.ModelDifference.DataStore.Queries' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects' Xpand.ExpressApp.ModelDifference.Controllers,Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject' Xpand.ExpressApp.ModelDifference.DataStore.Queries.IQueryDifferenceObject' Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController,Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject' Xpand.ExpressApp.ModelDifference.DataStore.Queries.IQueryDifferenceObject' Xpand.ExpressApp.ModelDifference.Controllers.CloneObjectViewController' Xpand.ExpressApp.ModelDifference.Controllers.CombineActiveUserDiffsWithLastLayerController
Cyclic Dependency,Xpand.ExpressApp.ModelDifference,Xpand.ExpressApp.ModelDifference.DatabaseUpdate,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Xpand.ExpressApp.ModelDifference.DatabaseUpdate' Xpand.ExpressApp.ModelDifference' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects,Xpand.ExpressApp.ModelDifference.DatabaseUpdate.CombineOrderUpdater' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject,Xpand.ExpressApp.ModelDifference.DatabaseUpdate.CombineOrderUpdater' Xpand.ExpressApp.ModelDifference.ModelOptionsModelDifferenceLogic' Xpand.ExpressApp.ModelDifference.ModelDifferenceModule' Xpand.ExpressApp.ModelDifference.DataStore.BaseObjects.ModelDifferenceObject
