Implementation smell,Namespace,Class,File,Method,Description
Long Statement,TestingAsync,Context,C:\research\architectureSmells\repos\NickStrupat_EntityFramework.Triggers\test\TestingAsync\Program.cs,OnConfiguring,The length of the statement  "			optionsBuilder.UseSqlServer($@"Server=(localdb)\mssqllocaldb;Database={GetType().FullName};Trusted_Connection=True;ConnectRetryCount=0");" is 137.
Long Statement,TestingAsync,Program,C:\research\architectureSmells\repos\NickStrupat_EntityFramework.Triggers\test\TestingAsync\Program.cs,Main,The length of the statement  "				context.Add(new Address { Street = "123 Fake St."' City = "Toronto"' Province = Province.Ontario' PostalCode = "H0H0H0" });" is 123.
Long Statement,TestingAsync,Program,C:\research\architectureSmells\repos\NickStrupat_EntityFramework.Triggers\test\TestingAsync\Program.cs,Main,The length of the statement  "				context.Add(new Address { Street = "456 Fake St."' City = "Vancouver"' Province = Province.BritishColumbia' PostalCode = "H0H0H0" });" is 133.
