Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MupApps.ControlsNavigation.Sample.Wpf,App,D:\research\architectureSmells\repos\ChristianRuiz_MvvmCross-ControlsNavigation\MupApps.MvvmCross.Plugins.ControlsNavigation\Sample\MupApps.ControlsNavigation.Sample.Wpf\App.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/MupApps.ControlsNavigation.Sample.Wpf;component/app.xaml"' System.UriKind.Relative); " is 130.
Long Statement,MupApps.ControlsNavigation.Sample.Wpf,MainPage,D:\research\architectureSmells\repos\ChristianRuiz_MvvmCross-ControlsNavigation\MupApps.MvvmCross.Plugins.ControlsNavigation\Sample\MupApps.ControlsNavigation.Sample.Wpf\MainPage.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/MupApps.ControlsNavigation.Sample.Wpf;component/mainpage.xaml"' System.UriKind.Relative); " is 135.
