Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MilGenerator,Program,C:\repos\jelster_CqrsMessagingTools\MilGenerator\Program.cs,PrintHelp,The length of the statement  "            Console.WriteLine("If no process interface is specified' the default name of {0} will be used"' CommandRunner.DefaultProcessIfxName); " is 133.
Long Statement,MilGenerator,CommandRunner,C:\repos\jelster_CqrsMessagingTools\MilGenerator\Program.cs,Run,The length of the statement  "            SendMessage(string.Format("{1}Using {0} for process discovery{1}"' processTypeName ?? DefaultProcessIfxName' Environment.NewLine)); " is 131.
Long Statement,MilGenerator,CommandRunner,C:\repos\jelster_CqrsMessagingTools\MilGenerator\Program.cs,Run,The length of the statement  "                    () => "Ignored assemblies: " + Environment.NewLine + string.Join(Environment.NewLine' excludeList.Select(x => x.AssemblyName)) + Environment.NewLine); " is 150.
Long Statement,MilGenerator,CommandRunner,C:\repos\jelster_CqrsMessagingTools\MilGenerator\Program.cs,Run,The length of the statement  "                    SendMessage("x"' () => string.Join(Environment.NewLine' compilation.GetDeclarationDiagnostics().Select(x => x.ToString())) + Environment.NewLine); " is 146.
Long Statement,MilGenerator,CommandRunner,C:\repos\jelster_CqrsMessagingTools\MilGenerator\Program.cs,DumpSyntaxData,The length of the statement  "            SendMessage((treeData.Commands.Any() || treeData.CommandHandlers.Any() ? treeData.DumpCommandData() : new[] { "-- none --" } as dynamic)); " is 138.
Long Statement,MilGenerator,CommandRunner,C:\repos\jelster_CqrsMessagingTools\MilGenerator\Program.cs,DumpSyntaxData,The length of the statement  "            SendMessage((treeData.Events.Any() || treeData.EventHandlers.Any() ? treeData.DumpEventData() : new[] { "-- none --" } as dynamic)); " is 132.
Magic Number,MilGenerator,Program,C:\repos\jelster_CqrsMessagingTools\MilGenerator\Program.cs,Main,The following statement contains a magic number: resetEvent.WaitOne(10000);
Magic Number,MilGenerator,CommandRunner,C:\repos\jelster_CqrsMessagingTools\MilGenerator\Program.cs,LoadSolution,The following statement contains a magic number: Dictionary<string' string> dict = new Dictionary<string' string>(2);
