Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MIL.Services,ProcessAnalysisService,D:\research\architectureSmells\repos\jelster_CqrsMessagingTools\MIL.Services\ProcessAnalysisService.cs,ExtractProcessFromCompiledSource,The length of the statement  "                processSymbol = processType.FirstOrDefault(x => x.Name.Contains(processName) && x.Interfaces.Any(i => i.Name == ProcessIfxName)); " is 129.
Long Statement,MIL.Services,ProcessDefinition,D:\research\architectureSmells\repos\jelster_CqrsMessagingTools\MIL.Services\ProcessDefinition.cs,GetTokenFromDefinition,The length of the statement  "                       : TokenFactory.GetStateDefinition(definition.ProcessName' definition.StateProperty.Name' definition.StateEnum.MemberNames); " is 123.
