Implementation smell,Namespace,Class,File,Method,Description
Long Statement,OAuthTwoDemo.XForms.iOS,LoginPageRenderer,D:\research\architectureSmells\repos\jsauve_OAuthTwoDemo.XForms\iOS\Renderers\LoginPageRenderer.cs,ViewDidAppear,The length of the statement  "					scope: App.Instance.OAuthSettings.Scope' // The scopes for the particular API you're accessing. The format for this will vary by API. " is 133.
