Implementation smell,Namespace,Class,File,Method,Description
Long Statement,UserDesigner,displayFlowcharControl,C:\repos\ziyunhx_DocManage\Code\WorkFlow\UserDesigner\displayFlowcharControl.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/UserDesigner;component/displayflowcharcontrol.xaml"' System.UriKind.Relative); " is 124.
Magic Number,UserDesigner,displayFlowcharControl,C:\repos\ziyunhx_DocManage\Code\WorkFlow\UserDesigner\displayFlowcharControl.xaml.cs,showFlowchar,The following statement contains a magic number: foreach (var lineItem in flowcharStruct.lineList)              {                  var v=lineItem.connectorPoint[0];                  lineItem.connectorPoint.RemoveAt(0);                    List<Point> ps=new List<Point>();                  foreach(var i in   lineItem.connectorPoint)                  {                      ps.Add(new Point { X=i.x 'Y=i.y});                  }                    Path line = drawLines(new Point { X = v.x' Y = v.y }' ps);                    line.Stroke = new SolidColorBrush(Colors.Blue);                  line.StrokeThickness = 5;                  //line.StrokeStartLineCap = PenLineCap.Round;                  line.StrokeEndLineCap = PenLineCap.Triangle;                  line.StrokeLineJoin = PenLineJoin.Round;                  body.Children.Add(line);              }
Magic Number,UserDesigner,NodeControl,C:\repos\ziyunhx_DocManage\Code\WorkFlow\UserDesigner\NodeControl.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:              this.body = ((System.Windows.Controls.Canvas)(target));              return;              case 2:              this.displayName = ((System.Windows.Controls.TextBlock)(target));              return;              }
Missing Default,UserDesigner,displayFlowcharControl,C:\repos\ziyunhx_DocManage\Code\WorkFlow\UserDesigner\displayFlowcharControl.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:              this.body = ((System.Windows.Controls.Canvas)(target));              return;              }
Missing Default,UserDesigner,MainWindow,C:\repos\ziyunhx_DocManage\Code\WorkFlow\UserDesigner\MainWindow.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:              this.stackPanel1 = ((System.Windows.Controls.StackPanel)(target));              return;              }
Missing Default,UserDesigner,NodeControl,C:\repos\ziyunhx_DocManage\Code\WorkFlow\UserDesigner\NodeControl.xaml.cs,Connect,The following switch statement is missing a default case: switch (connectionId)              {              case 1:              this.body = ((System.Windows.Controls.Canvas)(target));              return;              case 2:              this.displayName = ((System.Windows.Controls.TextBlock)(target));              return;              }
