Design smell,Namespace,Class,File,Cause
Unnecessary Abstraction,ProtoBuf,UnknownType,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\UnknownType.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: ' Default
Unnecessary Abstraction,ProtoBuf,ProtoBeforeSerializationAttribute,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\CallbackAttributes.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
Unnecessary Abstraction,ProtoBuf,ProtoAfterSerializationAttribute,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\CallbackAttributes.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
Unnecessary Abstraction,ProtoBuf,ProtoBeforeDeserializationAttribute,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\CallbackAttributes.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
Unnecessary Abstraction,ProtoBuf,ProtoAfterDeserializationAttribute,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\CallbackAttributes.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
Unnecessary Abstraction,ProtoBuf,GlobalOptions,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\GlobalOptions.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: InferTagFromName' inferTagFromName
Unnecessary Abstraction,ProtoBuf,Base128Variant,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\Base128Variant.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: ' Int64Msb' Int32Msb' AllButFirstChunk' AllButFirstTwoChunks
Unutilized Abstraction,ProtoBuf,Base128Variant,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\Base128Variant.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
Unnecessary Abstraction,ProtoBuf,ProtoIgnoreAttribute,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\ProtoIgnoreAttribute.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
Duplicate Abstraction,ProtoBuf.Property,PropertyEnumerable<TSource;TList;TValue>,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\Property\PropertyEnumerable.cs,The tool detected the smell in this class because a set of code clones has been found and at least one of the clones found in this class. List of code clones with start and end line numbers are:  PropertyEnumerable<TSource'TList'TValue> (D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\Property\PropertyEnumerable.cs' [48' 72])' PropertyList<TSource'TList'TValue> (D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\Property\PropertyList.cs' [39' 63])
Multifaceted Abstraction,ProtoBuf.Property,Property<TSource>,D:\research\architectureSmells\repos\waseems_inbox2_desktop\ThirdParty\Src\protobuf-net\Property\Property.cs,The tool detected the smell in this class because the cohesion among the methods of this class is low. LCOM of this class is: 0.9
