Implementation smell,Namespace,Class,File,Method,Description
Missing Default,BuildTools,Program,D:\research\architectureSmells\repos\waseems_inbox2_desktop\Code\Utils\BuildTools\Program.cs,Main,The following switch statement is missing a default case: switch (args[0].ToLower())  			{  				case "postbuildoutput":  					{  						// Copy the files in the latest folder to a directory with the current timestamp  						var files = Directory.GetFiles(latestFolder);    						int loop = 0;  						var outputdirname = Path.Combine(outputFolder' DateTime.Now.ToString("yyyyMMdd"));    						while (Directory.Exists(outputdirname))  							outputdirname = Path.Combine(outputFolder' String.Concat(DateTime.Now.ToString("yyyyMMdd")' "-"' ++loop));    						var currentOutputFolder = Directory.CreateDirectory(outputdirname);    						foreach (var file in files)  						{  							var fi = new FileInfo(file);    							fi.CopyTo(Path.Combine(currentOutputFolder.FullName' fi.Name));  						}    						break;  					}  			}
