Implementation smell,Namespace,Class,File,Method,Description
Long Method,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The method has 121 lines of code.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,Column,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\Column.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/Inbox2.Plugins.StatusUpdates;component/controls/column.xaml"' System.UriKind.Relative); " is 133.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,InitializeComponent,The length of the statement  "            System.Uri resourceLocater = new System.Uri("/Inbox2.Plugins.StatusUpdates;component/controls/realtimestream.xaml"' System.UriKind.Relative); " is 141.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute); " is 139.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Send_Executed); " is 132.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute); " is 139.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ShortenUrls_Executed); " is 139.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute); " is 139.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Reply_Executed); " is 133.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute); " is 139.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Forward_Executed); " is 135.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute); " is 139.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ViewAttachment_Executed); " is 142.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            this.Stream1ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged); " is 130.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            ((System.Windows.Controls.ListView)(target)).SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged); " is 154.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The length of the statement  "            this.Stream2ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged); " is 130.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,OverviewColumn,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\OverviewColumn.xaml.cs,UpdateStatusUpdaterVisibility,The length of the statement  "            var visibility = gotfocus || PART_StatusUpdateTextbox.Text.Length > 0 || ReplyTo != null ? Visibility.Visible : Visibility.Collapsed; " is 133.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,OverviewColumn,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\OverviewColumn.xaml.cs,Close_Click,The length of the statement  "				if (Inbox2MessageBox.Show(Strings.AreYouSureYouWantToCloseColumn' Inbox2MessageBoxButton.YesNo).Result == Inbox2MessageBoxResult.No) " is 132.
Long Statement,Inbox2.Plugins.StatusUpdates.Controls,OverviewColumn,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\OverviewColumn.xaml.cs,StreamsTab_TabItemSelected,The length of the statement  "					ClientStats.LogEventWithSegment("Change tab in realtime streams overview column"' ti.Channel.Configuration.DisplayName); " is 120.
Long Statement,Inbox2.Plugins.StatusUpdates.Helpers,SearchKeywordsHelper,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Helpers\SearchKeywordsHelper.cs,GetKeywords,The length of the statement  "					Logger.Warn("Could not find channel for search keyword. ChannelName = {0}' Keyword = {1}. Removing keyword from search list."' LogSource.Sync' channelname' keyword); " is 165.
Magic Number,Inbox2.Plugins.StatusUpdates.Controls,ChannelSearchStreamToolbarElement,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\ChannelSearchStreamToolbarElement.xaml.cs,Search_Executed,The following statement contains a magic number: new BackgroundActionTask(delegate  				{  					var results = Channel.StatusUpdatesChannel.GetUpdates(query' 50).ToList();    					Thread.CurrentThread.ExecuteOnUIThread(delegate  						{  							SearchResults.Replace(results);    							OnPropertyChanged("HasResults");    							IsSearching = false;  							((Storyboard)FindResource("RunLoaderStoryboard")).Stop(this);  						});    				}).ExecuteAsync();
Magic Number,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,RealtimeStream,The following statement contains a magic number: this.markreadtimer = new DispatcherTimer(DispatcherPriority.Normal' Dispatcher) { Interval = TimeSpan.FromMilliseconds(400)' IsEnabled = false };
Magic Number,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Send_Executed);                            #line default              #line hidden              return;              case 2:                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ShortenUrls_Executed);                            #line default              #line hidden              return;              case 3:                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Reply_Executed);                            #line default              #line hidden              return;              case 4:                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Forward_Executed);                            #line default              #line hidden              return;              case 5:                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ViewAttachment_Executed);                            #line default              #line hidden              return;              case 6:              this.ViewTabControl = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.Stream1ListView = ((System.Windows.Controls.ListView)(target));                            #line 44 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream1ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 8:                            #line 56 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.ListView)(target)).SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 9:              this.Stream2ListView = ((System.Windows.Controls.ListView)(target));                            #line 73 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream2ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 10:                            #line 87 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.UnpinButton_Click);                            #line default              #line hidden              return;              case 11:                            #line 94 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.MarkRead_Click);                            #line default              #line hidden              return;              }
Magic Number,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Send_Executed);                            #line default              #line hidden              return;              case 2:                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ShortenUrls_Executed);                            #line default              #line hidden              return;              case 3:                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Reply_Executed);                            #line default              #line hidden              return;              case 4:                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Forward_Executed);                            #line default              #line hidden              return;              case 5:                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ViewAttachment_Executed);                            #line default              #line hidden              return;              case 6:              this.ViewTabControl = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.Stream1ListView = ((System.Windows.Controls.ListView)(target));                            #line 44 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream1ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 8:                            #line 56 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.ListView)(target)).SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 9:              this.Stream2ListView = ((System.Windows.Controls.ListView)(target));                            #line 73 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream2ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 10:                            #line 87 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.UnpinButton_Click);                            #line default              #line hidden              return;              case 11:                            #line 94 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.MarkRead_Click);                            #line default              #line hidden              return;              }
Magic Number,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Send_Executed);                            #line default              #line hidden              return;              case 2:                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ShortenUrls_Executed);                            #line default              #line hidden              return;              case 3:                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Reply_Executed);                            #line default              #line hidden              return;              case 4:                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Forward_Executed);                            #line default              #line hidden              return;              case 5:                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ViewAttachment_Executed);                            #line default              #line hidden              return;              case 6:              this.ViewTabControl = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.Stream1ListView = ((System.Windows.Controls.ListView)(target));                            #line 44 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream1ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 8:                            #line 56 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.ListView)(target)).SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 9:              this.Stream2ListView = ((System.Windows.Controls.ListView)(target));                            #line 73 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream2ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 10:                            #line 87 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.UnpinButton_Click);                            #line default              #line hidden              return;              case 11:                            #line 94 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.MarkRead_Click);                            #line default              #line hidden              return;              }
Magic Number,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Send_Executed);                            #line default              #line hidden              return;              case 2:                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ShortenUrls_Executed);                            #line default              #line hidden              return;              case 3:                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Reply_Executed);                            #line default              #line hidden              return;              case 4:                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Forward_Executed);                            #line default              #line hidden              return;              case 5:                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ViewAttachment_Executed);                            #line default              #line hidden              return;              case 6:              this.ViewTabControl = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.Stream1ListView = ((System.Windows.Controls.ListView)(target));                            #line 44 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream1ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 8:                            #line 56 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.ListView)(target)).SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 9:              this.Stream2ListView = ((System.Windows.Controls.ListView)(target));                            #line 73 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream2ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 10:                            #line 87 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.UnpinButton_Click);                            #line default              #line hidden              return;              case 11:                            #line 94 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.MarkRead_Click);                            #line default              #line hidden              return;              }
Magic Number,Inbox2.Plugins.StatusUpdates.Controls,RealtimeStream,C:\repos\waseems_inbox2_desktop\Code\Client\Inbox2\Plugins\StatusUpdates\Controls\RealtimeStream.xaml.cs,Connect,The following statement contains a magic number: switch (connectionId)              {              case 1:                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 9 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Send_Executed);                            #line default              #line hidden              return;              case 2:                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 10 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ShortenUrls_Executed);                            #line default              #line hidden              return;              case 3:                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 11 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Reply_Executed);                            #line default              #line hidden              return;              case 4:                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 12 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.Forward_Executed);                            #line default              #line hidden              return;              case 5:                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).CanExecute += new System.Windows.Input.CanExecuteRoutedEventHandler(this.CanAlwaysExecute);                            #line default              #line hidden                            #line 13 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Input.CommandBinding)(target)).Executed += new System.Windows.Input.ExecutedRoutedEventHandler(this.ViewAttachment_Executed);                            #line default              #line hidden              return;              case 6:              this.ViewTabControl = ((System.Windows.Controls.TabControl)(target));              return;              case 7:              this.Stream1ListView = ((System.Windows.Controls.ListView)(target));                            #line 44 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream1ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 8:                            #line 56 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.ListView)(target)).SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 9:              this.Stream2ListView = ((System.Windows.Controls.ListView)(target));                            #line 73 "..\..\..\Controls\RealtimeStream.xaml"              this.Stream2ListView.SelectionChanged += new System.Windows.Controls.SelectionChangedEventHandler(this.ListView_SelectionChanged);                            #line default              #line hidden              return;              case 10:                            #line 87 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.UnpinButton_Click);                            #line default              #line hidden              return;              case 11:                            #line 94 "..\..\..\Controls\RealtimeStream.xaml"              ((System.Windows.Controls.Button)(target)).Click += new System.Windows.RoutedEventHandler(this.MarkRead_Click);                            #line default              #line hidden              return;              }
