Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AnsiSqlLanguageProvider,7,8,5,0,7,140,9,2,1,0.66,6,2
DatabaseProviderType,0,0,0,0,0,10,0,0,0,0,0,8
Database,7,32,9,0,18,343,46,0,0,0.95,7,4
DbConfiguration,7,20,3,2,7,182,26,0,0,1,22,3
DbConnectionProvider,0,3,1,0,1,31,8,0,1,0,1,1
DbContext,1,19,2,0,13,132,24,0,1,0.74,10,1
DataList,1,27,9,0,23,199,31,0,1,1,2,1
DataListItem,1,5,3,0,1,40,6,0,1,0.6,1,1
DataListItemStatus,0,0,0,0,0,7,0,0,0,0,0,3
IDataList,0,2,0,0,0,5,2,1,0,0,0,0
IDataListItems,0,2,0,0,0,5,2,1,0,0,0,1
IDataListItem,0,0,2,0,0,9,0,1,0,0,0,1
DataRecord,3,27,1,0,24,140,29,0,0,0.72,0,0
EmptyDbLogger,0,1,1,0,1,11,1,0,1,0,0,1
DebugDbLogger,0,2,1,0,2,15,2,0,1,0,0,0
DbTransactionProvider,4,6,2,0,6,48,9,0,1,0.67,2,1
IDataContext,0,5,0,0,0,8,5,1,0,0,0,1
IDataRecordExtensions,0,5,0,0,5,42,10,0,0,0,0,0
IDbConnectionProvider,0,1,1,0,0,8,1,2,0,0,1,4
IDbLogger,0,1,1,0,0,7,1,2,0,0,0,2
IDbTransactionProvider,0,2,1,0,0,8,2,2,1,0,0,3
IDictionaryLoader,0,1,0,0,0,4,1,0,0,0,0,1
ISqlDialectProvider,0,0,2,0,0,9,0,3,0,0,0,4
ISqlExpressionProvider,0,2,0,0,0,5,2,1,0,0,0,4
ISqlLanguageProvider,0,6,2,0,0,19,6,1,0,0,0,2
IUnitOfWork,0,1,0,0,0,4,1,1,0,0,0,0
MySqlLanguageProvider,1,5,1,0,5,50,9,0,2,0.6,4,2
SqlDialectProviderFactory,0,1,0,0,1,16,4,0,0,0,4,0
AnsiSqlDialectProvider,0,0,2,0,0,13,0,0,1,0,0,3
MySqlDialectProvider,0,0,2,0,0,13,0,0,1,0,0,2
SqlServerDialectProvider,0,0,2,0,0,13,0,0,1,0,0,3
NullDbTransactionProvider,1,6,2,0,6,35,6,0,2,0.67,2,1
RepositoryBase,0,2,1,0,1,15,2,0,1,0,1,0
SqlExpressionProvider,2,13,0,0,4,123,23,0,1,0.85,6,2
SqlLanguageProviderFactory,0,1,0,0,1,16,4,0,0,0,7,0
SqlLanguageProviderHelper,2,8,0,0,8,57,11,0,0,0.62,7,3
SqlServerLanguageProvider,0,2,0,0,2,9,2,0,2,0,2,1
TableDefinition,1,9,5,1,6,101,13,1,0,1,4,4
TableRelationDefinition,0,1,3,0,1,21,1,0,1,0,1,2
ColumnDefinition,0,0,8,0,0,35,0,0,0,0,0,5
AutoIncrementAttribute,0,0,0,0,0,4,0,0,0,0,0,1
RelationAttribute,0,2,2,0,2,20,2,0,0,0,0,1
