Architecture smell,Project,Namespace,Cause,Responsible Classes
Unstable Dependency,Sledge.Providers,Sledge.Providers.Texture,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Sledge.Rendering.Materials,Sledge.Providers.Texture.TextureFlags
Feature Concentration,Sledge.Providers,Sledge.Providers,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GenericStructure' GenericStructureProperty]' [BinaryExtensions]' [ProviderException' ProviderNotFoundException]' [ProviderRegistration]. LCC (Lack of Component Cohesion) = 0.67,Sledge.Providers.ProviderException' Sledge.Providers.ProviderNotFoundException' Sledge.Providers.BinaryExtensions' Sledge.Providers.ProviderRegistration
Feature Concentration,Sledge.Providers,Sledge.Providers.Texture,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MultiTextureStreamSource' ITextureStreamSource' NullTextureStreamSource]' [TextureSubItemType' TextureItem' TextureSubItem]' [SpriteOrientation]' [TexturePackage]. LCC (Lack of Component Cohesion) = 0.5,Sledge.Providers.Texture.TextureSubItemType' Sledge.Providers.Texture.TextureItem' Sledge.Providers.Texture.TextureSubItem' Sledge.Providers.Texture.SpriteOrientation' Sledge.Providers.Texture.TexturePackage
Scattered Functionality,Sledge.Providers,Sledge.Providers.Map,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Sledge.DataStructures.MapObjects' Sledge.DataStructures.Geometric,Sledge.DataStructures.MapObjects.IDGenerator' Sledge.DataStructures.Geometric.Coordinate' Sledge.DataStructures.MapObjects.Face' Sledge.DataStructures.MapObjects.EntityData' Sledge.DataStructures.MapObjects.MapObject
Scattered Functionality,Sledge.Providers,Sledge.Providers.Map,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Sledge.DataStructures.MapObjects' Sledge.Common' Sledge.DataStructures.Geometric,Sledge.DataStructures.MapObjects.Solid' Sledge.Common.Colour' Sledge.DataStructures.Geometric.Coordinate' Sledge.DataStructures.MapObjects.IDGenerator' Sledge.DataStructures.MapObjects.Face' Sledge.DataStructures.Geometric.Line' Sledge.DataStructures.Geometric.Polygon
Scattered Functionality,Sledge.Providers,Sledge.Providers.Map,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Sledge.DataStructures.MapObjects' Sledge.Common,Sledge.DataStructures.MapObjects.IDGenerator' Sledge.Common.Colour' Sledge.DataStructures.MapObjects.MapObject' Sledge.DataStructures.MapObjects.Entity' Sledge.DataStructures.MapObjects.Face
Scattered Functionality,Sledge.Providers,Sledge.Providers.Map,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Sledge.Providers' Sledge.DataStructures.MapObjects,Sledge.Providers.GenericStructure' Sledge.DataStructures.MapObjects.IDGenerator' Sledge.DataStructures.MapObjects.EntityData' Sledge.DataStructures.MapObjects.Displacement' Sledge.DataStructures.MapObjects.MapObject' Sledge.DataStructures.MapObjects.Group' Sledge.Providers.BinaryExtensions' Sledge.DataStructures.MapObjects.Entity' Sledge.DataStructures.MapObjects.Face
Scattered Functionality,Sledge.Providers,Sledge.Providers.Map,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Sledge.Providers' Sledge.Common,Sledge.Providers.GenericStructure' Sledge.Common.Colour
Scattered Functionality,Sledge.Providers,Sledge.Providers.Model,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Sledge.FileSystem' Sledge.Providers,Sledge.FileSystem.IFile' Sledge.Providers.BinaryExtensions
Scattered Functionality,Sledge.Providers,Sledge.Providers.Model,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Sledge.Providers' Sledge.DataStructures.Models,Sledge.Providers.BinaryExtensions' Sledge.DataStructures.Models.Model
