Implementation smell,Namespace,Class,File,Method,Description
Long Statement,IronSharp.IronWorker,ScheduleClient,D:\research\architectureSmells\repos\iron-io_iron_dotnet\src\IronSharp.IronWorker\Schedules\ScheduleClient.cs,Cancel,The length of the statement  "            return _restClient.Post<ResponseMsg>(_client.Config' ScheduleEndPoint(scheduleId) + "/cancel").HasExpectedMessage("Cancelled"); " is 127.
Long Statement,IronSharp.IronWorker,TaskClient,D:\research\architectureSmells\repos\iron-io_iron_dotnet\src\IronSharp.IronWorker\Tasks\TaskClient.cs,Cancel,The length of the statement  "            return _restClient.Post<ResponseMsg>(_client.Config' string.Format("{0}/cancel"' TaskEndPoint(taskId))).HasExpectedMessage("Cancelled"); " is 136.
Long Statement,IronSharp.IronWorker,TaskClient,D:\research\architectureSmells\repos\iron-io_iron_dotnet\src\IronSharp.IronWorker\Tasks\TaskClient.cs,Log,The length of the statement  "            return _restClient.Get<string>(_client.Config' string.Format("{0}/log"' TaskEndPoint(taskId))).Content.ReadAsStringAsync().Result; " is 130.
Long Statement,IronSharp.IronWorker,TaskClient,D:\research\architectureSmells\repos\iron-io_iron_dotnet\src\IronSharp.IronWorker\Tasks\TaskClient.cs,Progress,The length of the statement  "            return _restClient.Post<ResponseMsg>(_client.Config' string.Format("{0}/progress"' TaskEndPoint(taskId))' taskProgress).HasExpectedMessage("Progress set"); " is 155.
Long Statement,IronSharp.IronWorker,TaskClient,D:\research\architectureSmells\repos\iron-io_iron_dotnet\src\IronSharp.IronWorker\Tasks\TaskClient.cs,ApplyStatusFilter,The length of the statement  "            var statesToCheck = new[] {TaskStates.Queued' TaskStates.Running' TaskStates.Complete' TaskStates.Error' TaskStates.Cancelled' TaskStates.Killed' TaskStates.Timeout}; " is 166.
Magic Number,IronSharp.IronWorker,IronWorkerRestClient,D:\research\architectureSmells\repos\iron-io_iron_dotnet\src\IronSharp.IronWorker\IronWorkerRestClient.cs,IronWorkerRestClient,The following statement contains a magic number: config.ApiVersion = 2;
