Implementation smell,Namespace,Class,File,Method,Description
Long Statement,IronSharp.IronCache,CacheClient,C:\repos\iron-io_iron_dotnet\src\IronSharp.IronCache\CacheClient.cs,Clear,The length of the statement  "            return _restClient.Post<ResponseMsg>(_client.Config' string.Format("{0}/clear"' CacheNameEndPoint())).HasExpectedMessage("Deleted."); " is 133.
Long Statement,IronSharp.IronCache,CacheClient,C:\repos\iron-io_iron_dotnet\src\IronSharp.IronCache\CacheClient.cs,Increment,The length of the statement  "            return _restClient.Post<CacheIncrementResult>(_client.Config' string.Format("{0}/increment"' CacheItemEndPoint(key))' new {amount}); " is 132.
Long Statement,IronSharp.IronCache,IronCacheRestClient,C:\repos\iron-io_iron_dotnet\src\IronSharp.IronCache\IronCacheRestClient.cs,Delete,The length of the statement  "            return _restClient.Delete<ResponseMsg>(_config' string.Format("{0}/{1}"' EndPoint' cacheName)).HasExpectedMessage("Deleted."); " is 126.
