Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Demo.Domain.Accounting.Account,Handler,D:\research\architectureSmells\repos\volak_DDD.Enterprise.Example\Domain\Domain.Accounting\Account\Handler.cs,Handle,The length of the statement  "            account.Create(command.Code' command.Name' command.AcceptPayments' command.AllowReconcile' command.Operation' currency); " is 120.
Long Statement,Demo.Domain.Accounting.Currency,Handler,D:\research\architectureSmells\repos\volak_DDD.Enterprise.Example\Domain\Domain.Accounting\Currency\Handler.cs,Handle,The length of the statement  "            currency.Create(command.Code' command.Name' command.Symbol' command.SymbolBefore' command.RoundingFactor' command.ComputationalAccuracy' command.Format' command.Fraction); " is 171.
