Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
CCIHost,9,16,1,6,14,324,66,0,0,0.94,24,1
CodeGeneration,5,18,2,0,12,293,37,0,0,0.94,0,1
DependencyInjectionLet,1,5,2,0,1,112,9,0,1,1,4,2
DependencyInjectionLetBase,7,9,6,0,9,238,17,1,0,1,0,0
GenerateDependencyInjectionLet,1,4,5,1,2,116,18,0,0,1,7,1
AssemblyInfo,0,6,6,0,6,63,8,0,0,0,2,4
Contract,0,1,3,0,1,22,1,0,0,0,0,2
Export,0,1,5,0,1,29,1,0,0,0,3,2
Import,0,0,2,0,0,11,0,1,0,0,0,3
PropertyImport,0,0,1,0,0,7,0,0,1,0,0,3
ToCacheExtension,0,6,0,0,6,66,14,0,0,0,11,0
Program,0,1,0,0,1,100,17,0,0,0,5,0
AssemblyCache,1,1,5,0,1,46,1,0,0,1,1,4
CacheRoot,3,3,4,1,3,98,18,0,0,1,1,5
ContractCache,0,1,2,0,1,20,1,0,0,0,0,1
ExportCache,3,1,8,0,1,96,1,0,0,1,2,5
ImportCache,0,0,2,0,0,13,0,1,0,0,0,3
PropertyImportCache,0,1,1,0,1,12,1,0,1,0,0,3
SR,2,1,5,0,0,69,1,0,0,0,0,2
