Implementation smell,Namespace,Class,File,Method,Description
Magic Number,RxMouseServer,Program,C:\repos\FlorianGrimm_whid\other\rx\Rx\NET\Samples\RxRemoteMouseMoves\RxMouseServer\Program.Msmq.cs,Msmq,The following statement contains a magic number: incoming.Subscribe (clientQueue =>  {  	var command = clientQueue [0];  	var target = clientQueue.Substring (2);  	switch (command) {  	case 'S':  		{  			var cq = new MessageQueue (target);  			var crm = new System.Messaging.BinaryMessageFormatter ();  			cq.Formatter = crm;  			map [target] = sub.Subscribe (pt =>  {  				cq.Send (pt);  			});  		}  		break;  	case 'D':  		{  			var d = default(IDisposable);  			if (map.TryGetValue (target' out d))  				d.Dispose ();  		}  		break;  	default:  		throw new Exception ("Don't know what you're talking about!");  	}  });  
