Implementation smell,Namespace,Class,File,Method,Description
Long Identifier,EventAggregatorNet,Config,C:\repos\staxmanade_EventAggregator.Net\EventAggregator\EventAggregator.cs,,The length of the parameter _onMessageNotPublishedBecauseZeroListeners is 42.
Long Statement,EventAggregatorNet,ListenerWrapperCollection,C:\repos\staxmanade_EventAggregator.Net\EventAggregator\EventAggregator.cs,AddListener,The length of the statement  "                    var listenerWrapper = new ListenerWrapper(listener' RemoveListenerWrapper' holdStrongReference' supportMessageInheritance); " is 123.
Magic Number,EventAggregatorNet.SampleUsage.Samples,LongRunningHandler,C:\repos\staxmanade_EventAggregator.Net\EventAggregator.Net.SampleUsage\Samples\AsyncSample.cs,Handle,The following statement contains a magic number: Thread.Sleep(1000);
