Implementation smell,Namespace,Class,File,Method,Description
Long Statement,PrimS.Telnet,Client,C:\repos\9swampy_Telnet\PrimS.Telnet.NetStandard\Client.cs,IsTerminatedWith,The length of the statement  "      return (await this.TerminatedReadAsync(terminator' TimeSpan.FromMilliseconds(loginTimeoutMs)' 1)).TrimEnd().EndsWith(terminator); " is 129.
Empty Catch Block,PrimS.Telnet,BaseClient,C:\repos\9swampy_Telnet\PrimS.Telnet.NetStandard\BaseClient.cs,Dispose,The method has an empty catch block.
Magic Number,PrimS.Telnet,BaseClient,C:\repos\9swampy_Telnet\PrimS.Telnet.NetStandard\BaseClient.cs,Dispose,The following statement contains a magic number: are.WaitOne(100);
Magic Number,PrimS.Telnet,ByteStreamHandler,C:\repos\9swampy_Telnet\PrimS.Telnet.NetStandard\ByteStreamHandler.cs,ExtendRollingTimeout,The following statement contains a magic number: return DateTime.Now.Add(TimeSpan.FromMilliseconds(timeout.TotalMilliseconds / 100));
Magic Number,PrimS.Telnet,Client,C:\repos\9swampy_Telnet\PrimS.Telnet.NetStandard\Client.cs,Client,The following statement contains a magic number: while (!this.ByteStream.Connected && timeoutEnd > DateTime.Now)        {          are.WaitOne(2);        }
