Implementation smell,Namespace,Class,File,Method,Description
Long Identifier,Abc.Zebus.Persistence.Runner,Program,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\Program.cs,Main,The length of the parameter inMemoryMessageMatcherInitializer is 33.
Long Identifier,Abc.Zebus.Persistence.Runner,Program,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\Program.cs,Main,The length of the parameter oldestNonAckedMessageUpdaterPeriodicAction is 42.
Long Statement,Abc.Zebus.Persistence.Runner,Program,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\Program.cs,Main,The length of the statement  "            var busFactory = new BusFactory().WithConfiguration(appSettingsConfiguration' ConfigurationManager.AppSettings["Environment"]) " is 126.
Long Statement,Abc.Zebus.Persistence.Runner,Program,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\Program.cs,Main,The length of the statement  "                    oldestNonAckedMessageUpdaterPeriodicAction = busFactory.Container.GetInstance<OldestNonAckedMessageUpdaterPeriodicAction>(); " is 124.
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: RegistrationTimeout = AppSettings.Get("Bus.Directory.RegistrationTimeout"' 30.Seconds());
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: StartReplayTimeout = AppSettings.Get("Bus.Persistence.StartReplayTimeout"' 30.Seconds());
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: MessagesBatchSize = AppSettings.Get("Bus.Persistence.MessagesBatchSize"' 200);
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: PersisterBatchSize = AppSettings.Get("Persister.BatchSize"' 500);
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: PersisterDelay = AppSettings.Get("Persister.Delay"' 30.Seconds());
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: SafetyPhaseDuration = AppSettings.Get("Replayer.SafetyPhaseDuration"' 30.Seconds());
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: QueuingTransportStopTimeout = AppSettings.Get("Transport.StopTimeout"' 15.Seconds());
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: ReplayBatchSize = AppSettings.Get("MessageReplayer.BatchSize"' 2000);
Magic Number,Abc.Zebus.Persistence.Runner,AppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\AppSettingsConfiguration.cs,AppSettingsConfiguration,The following statement contains a magic number: ReplayUnackedMessageCountThatReleasesNextBatch = AppSettings.Get("MessageReplayer.ReplayUnackedMessageCountThatReleasesNextBatch"' 200);
Magic Number,Abc.Zebus.Persistence.Runner,CassandraAppSettingsConfiguration,D:\research\architectureSmells\repos\Abc-Arbitrage_Zebus\src\Abc.Zebus.Persistence.Runner\CassandraAppSettingsConfiguration.cs,CassandraAppSettingsConfiguration,The following statement contains a magic number: QueryTimeout = AppSettings.Get("Cassandra.QueryTimeout"' 5.Seconds());
