Type,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,Fan-Out,Fan-In
AnalystError,0,2,0,0,2,24,2,0,1,0,0,19
AnalystFileFormat,0,0,0,0,0,36,0,0,0,0,0,7
AnalystGoal,0,0,0,0,0,21,0,0,0,0,0,3
IAnalystListener,0,10,0,0,0,61,10,1,0,0,1,2
ConsoleAnalystListener,4,11,0,0,11,137,13,0,1,0.73,2,0
EncogAnalyst,7,33,9,2,28,663,89,0,0,0.85,29,27
EvaluateRawCSV,3,3,0,0,2,133,16,0,1,0,10,0
AnalystClusterCSV,3,3,0,0,2,116,9,0,1,0.56,13,1
AnalystEvaluateCSV,5,3,0,0,2,162,18,0,1,0.27,16,1
AnalystEvaluateRawCSV,4,3,0,0,2,133,17,0,1,0.25,11,1
TimeSeriesUtil,8,3,8,0,2,165,10,0,0,0.38,4,2
AnalyzedField,5,7,1,0,7,211,23,0,1,0.57,5,1
PerformAnalysis,5,6,0,0,3,194,34,0,0,0.47,12,1
Cmd,3,3,4,0,2,73,3,12,0,0.67,3,1
CmdBalance,1,2,1,1,2,67,4,0,1,1,8,1
CmdCluster,2,2,1,2,2,61,2,0,1,0.75,6,1
CmdCreate,1,2,1,1,2,56,3,0,1,1,8,1
CmdEvaluate,1,2,1,1,2,54,2,0,1,1,7,1
CmdEvaluateRaw,1,2,1,1,2,57,3,0,1,1,9,1
CmdGenerate,1,4,1,1,2,107,11,0,1,1,8,1
CmdNormalize,1,2,1,1,2,55,2,0,1,1,6,1
CmdRandomize,1,2,1,1,2,53,2,0,1,1,6,1
CmdReset,1,2,1,1,2,34,2,0,1,1,1,1
CmdSegregate,1,2,1,1,2,56,3,0,1,1,9,1
CmdSet,1,2,1,1,2,51,5,0,1,1,4,1
CmdTrain,2,7,1,1,2,150,15,0,1,0.79,14,1
BalanceCSV,1,3,1,0,3,92,7,0,1,0.33,3,1
BaseCachedColumn,1,2,5,0,2,68,2,2,0,0.5,0,6
BasicCachedFile,2,5,2,0,4,178,21,2,1,0.3,7,0
BasicFile,14,15,12,0,15,425,33,11,1,0.84,8,4
FileData,7,1,1,7,1,62,1,0,1,1,0,7
LoadedRow,1,3,1,0,3,55,5,0,0,0.33,2,11
ExcludedField,2,2,2,0,2,61,2,0,0,0,0,1
