Implementation smell,Namespace,Class,File,Method,Description
Long Statement,WindowsFormsApplication2,Engine,C:\repos\jacobromero_RandomMovieChooser\WindowsFormsApplication2\Engine.cs,pickMovie,The length of the statement  "		MessageBox.Show ("An Error Occured in the process of choosing a moive.\nMost likely you haven't choosen and directories for me to choose from. :("); " is 148.
Long Statement,WindowsFormsApplication2,Form3,C:\repos\jacobromero_RandomMovieChooser\WindowsFormsApplication2\Form3.cs,yesButton_Click,The length of the statement  "		MessageBox.Show ("An Error Occured in the process of choosing a moive.\nMost likely you haven't choosen and directories for me to choose from. :("); " is 148.
