Architecture smell,Project,Namespace,Cause
Unstable Dependency,Ocell.Phone8,Ocell.Controls,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Ocell
Unstable Dependency,Ocell.Phone8,Ocell,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Ocell.Settings' Ocell.Pages.Elements' Microsoft.Phone.Controls
Unstable Dependency,Ocell.Phone8,Ocell.Pages.Elements,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Ocell.Commands
God Component,Ocell.Phone8,Ocell,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 41
Feature Concentration,Ocell.Phone8,Ocell,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GlobalSettings]' [FilterManager' MainPage' MainPageModel' Uris' SchedulerSync' SecondaryTiles' ListConverter' SelectAccount]' [StringManipulator]' [DataTemplateSelector' TweetTemplateSelector]' [SizeConverter' MarginConverter]' [AvatarConverter]' [ScreenNameConverter]' [FirstToUpper]' [FirstToLower]' [HasMediaToBackgroundConverter' TextToMediaConverter]' [IncludeExcludeConverter]' [FilterTypeConverter]' [FilterDateConverter]' [ProtectedConverter]' [RelativeDateTimeConverter]' [RemoveHTML]' [ResourceTypeConverter]' [ToColumn]' [TweetTextConverter]' [BroadcastArgs]' [MetroInMotion]' [ExtensionMethods]' [ItemFlyInAndOutAnimations]' [Notificator]' [ManageDrafts' ManageDraftsModel]' [DMConversation]' [UserList]' [TwitterResourceCollection]' [TwitterStatusCollection]' [App]. LCC (Lack of Component Cohesion) = 0.73
Feature Concentration,Ocell.Phone8,Ocell.Commands,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ReplyCommand]' [ReplyAllCommand]' [RetweetCommand]' [FavoriteCommand]' [DeleteCommand]' [ProtectCommand]' [ModifyFilterCommand]' [RemoveFilterCommand]' [MuteCommand]' [ReadLaterCommand]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,Ocell.Phone8,Ocell.Pages.Columns,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddColumn' AddColumnModel]' [ColumnView]' [ColumnViewModel' ColumnViewPivotModel]' [ManageColumns]. LCC (Lack of Component Cohesion) = 0.67
Feature Concentration,Ocell.Phone8,Ocell.Pages.Elements,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DMConversationModel]' [DMView]' [Notifications' NotificationsModel]' [Tweet' TweetModel]' [User' UserModel]' [UserListModel]. LCC (Lack of Component Cohesion) = 0.67
Feature Concentration,Ocell.Phone8,Ocell.Pages,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [NewTweet' NewTweetModel]' [SelectUser' SelectUserModel]' [Topics' TopicsModel]. LCC (Lack of Component Cohesion) = 0.5
Feature Concentration,Ocell.Phone8,Ocell.Pages.Settings,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Backgrounds]' [BackgroundsModel]' [BufferOAuthModel' OAuthVersion' OAuthModel' TwitterOAuthModel]' [CouponCodes]' [CouponCodesModel]. LCC (Lack of Component Cohesion) = 0.62
