Method,LOC,CC,PC
EditMultiLine:EditMultiLine,3,1,0
EditMultiLine:Clear,3,1,0
EditMultiLine:OnTextChanged,4,2,2
Configuration:Configuration,8,3,0
Configuration:Save,11,3,2
Configuration:Load,14,4,1
Configuration:GetTagSetting,7,1,1
ConfigurationViewModel:ConfigurationViewModel,10,4,0
ConfigurationViewModel:LoadSettings,10,1,1
ConfigurationViewModel:SaveSettings,9,3,1
ConfigurationViewModel:BrowseTvSeriesDb,13,3,1
ConfigurationViewModel:Save,11,3,2
ConfigurationViewModel:Load,14,4,1
EditSortWith:EditSortWith,3,1,0
EditSortWith:Clear,4,1,0
EditSortWith:OnTextChanged,4,2,2
EditDate:EditDate,3,1,0
EditDate:Clear,3,1,0
EditDate:OnSelectedDateChanged,4,2,2
EditStringList:EditStringList,3,1,0
EditStringList:Clear,3,1,0
EditStringList:add_Click,8,2,2
EditStringList:remove_Click,8,2,2
EditStringList:up_Click,13,2,2
EditStringList:down_Click,13,2,2
CustomSeriesTag:CustomSeriesTag,3,1,0
CustomSeriesTag:SetFile,19,2,1
CustomSeriesTag:ClearGUI,25,1,0
CustomSeriesTag:UpdateGUI,28,1,1
CustomSeriesTag:UpdatePreview,7,1,2
CustomSeriesTag:UpdateTagFromGUI,26,1,1
CustomSeriesTag:SaveButton_OnClick,19,4,2
CustomSeriesTag:refreshButton_OnClick,7,1,2
CustomSeriesTag:mpTVSeries_OnClick,19,2,2
CustomSeriesTag:tvdb_OnClick,19,2,2
CustomMovieTag:CustomMovieTag,3,1,0
CustomMovieTag:OpenWebsiteCanExecute,12,3,1
CustomMovieTag:OpenWebsite,28,12,1
CustomMovieTag:SetFile,19,2,1
CustomMovieTag:ClearGUI,20,1,0
CustomMovieTag:UpdateGUI,23,1,1
CustomMovieTag:UpdatePreview,7,1,2
CustomMovieTag:UpdateTagFromGUI,21,1,1
CustomMovieTag:SaveButton_OnClick,19,4,2
CustomMovieTag:refreshButton_OnClick,7,1,2
CustomMovieTag:tmdb_OnClick,19,2,2
EditSimple:EditSimple,3,1,0
EditSimple:Clear,3,1,0
EditSimple:OnTextChanged,4,2,2
CustomMusicVideoTag:CustomMusicVideoTag,3,1,0
CustomMusicVideoTag:SetFile,21,2,1
CustomMusicVideoTag:ClearGUI,10,1,0
CustomMusicVideoTag:UpdateGUI,21,7,1
CustomMusicVideoTag:UpdatePreview,39,11,2
CustomMusicVideoTag:SaveButton_OnClick,19,4,2
CustomMusicVideoTag:RenameButton_OnClick,40,6,2
CustomMusicVideoTag:refreshButton_OnClick,7,1,2
TagSetting:TagSetting,4,1,0
TagSetting:TagSetting,3,1,1
Tips:Tips,3,1,0
Extensions:ChangeAndNotify,23,6,4
App:Application_Startup,5,2,2
App:Application_Exit,3,1,2
App:GetConfigFile,5,1,0
FileBasedLogEntry:FileBasedLogEntry,4,1,2
FileBasedLogEntry:ToString,3,1,0
FileBasedLogEntry:OpenExplorerFileSelected,4,1,0
MainWindow:MainWindow,3,1,0
MainWindow:FileDropHandler,21,4,2
MPTVSeries:MPTVSeries,3,1,0
MPTVSeries:SetMediaPath,3,1,1
MPTVSeries:BrowseMediaPath,7,2,2
MPTVSeries:DoStart,34,3,4
MPTVSeries:cancelAsyncButton_Click,6,2,2
MPTVSeries:backgroundWorker_RunWorkerCompleted,16,3,2
MPTVSeries:GetXmlFilename,5,1,1
MPTVSeries:WriteXmlTagsInit,8,2,0
MPTVSeries:WriteXmlTagsProgressChanged,5,2,2
MPTVSeries:WriteXmlTags,33,5,2
MPTVSeries:WriteMkvTagsInit,8,2,0
MPTVSeries:WriteMkvTagsProgressChanged,5,2,2
MPTVSeries:WriteMkvTags,45,7,2
MPTVSeries:listBox_MouseDoubleClick,11,1,2
MPTVSeries:listBox_SelectionChanged,21,5,2
TheMovieDbImporter:UpdateTags,24,4,1
TheMovieDbImporter:SearchMovie,27,4,1
TheMovieDbImporter:CopyMovieInfos,20,1,8
TheTvDbImporter:UpdateTags,27,5,1
