Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages' System.Web.WebPages.ApplicationParts,System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.ApplicationParts.ApplicationPartRegistry' System.Web.WebPages.ApplicationParts.ResourceHandler
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages' System.Web.WebPages.Html' System.Web.Mvc,System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.Html.HtmlHelper' System.Web.Mvc.UnobtrusiveValidationAttributesGenerator' System.Web.Mvc.TagBuilder
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages' System.Web.WebPages.Html' System.Web.Mvc' System.Web.WebPages.Html,System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.Html.HtmlHelper' System.Web.Mvc.UnobtrusiveValidationAttributesGenerator' System.Web.Mvc.TagBuilder
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages' System.Web.WebPages.Html' System.Web.Mvc' System.Web.WebPages.Html' System.Web.Mvc,System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.Html.HtmlHelper' System.Web.Mvc.UnobtrusiveValidationAttributesGenerator' System.Web.Mvc.TagBuilder
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages.ApplicationParts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages.ApplicationParts' System.Web.WebPages' System.Web.WebPages.Html' System.Web.WebPages,System.Web.WebPages.ApplicationParts.ApplicationPartRegistry' System.Web.WebPages.ApplicationParts.ResourceHandler' System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.Html.HtmlHelper
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages.ApplicationParts,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages.ApplicationParts' System.Web.WebPages' System.Web.WebPages.Html' System.Web.Mvc' System.Web.WebPages,System.Web.WebPages.ApplicationParts.ApplicationPartRegistry' System.Web.WebPages.ApplicationParts.ResourceHandler' System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.Html.HtmlHelper' System.Web.Mvc.UnobtrusiveValidationAttributesGenerator' System.Web.Mvc.TagBuilder
Cyclic Dependency,System.Web.WebPages,System.Web.Helpers.AntiXsrf,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.Helpers.AntiXsrf' System.Web.Helpers,System.Web.Helpers.AntiXsrf.ClaimUidExtractor' System.Web.Helpers.AntiXsrf.TokenValidator' System.Web.Helpers.AntiForgery
Cyclic Dependency,System.Web.WebPages,System.Web.Mvc,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.Mvc' System.Web.WebPages.Html,System.Web.Mvc.UnobtrusiveValidationAttributesGenerator' System.Web.Mvc.TagBuilder' System.Web.WebPages.Html.HtmlHelper
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages.Html,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages.Html' System.Web.WebPages,System.Web.WebPages.Html.HtmlHelper' System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages.Scope,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages.Scope' System.Web.WebPages,System.Web.WebPages.Scope.ScopeStorage' System.Web.WebPages.Scope.WebConfigScopeDictionary' System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages.Scope,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages.Scope' System.Web.WebPages' System.Web.WebPages.ApplicationParts' System.Web.WebPages,System.Web.WebPages.Scope.ScopeStorage' System.Web.WebPages.Scope.WebConfigScopeDictionary' System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.ApplicationParts.ApplicationPartRegistry' System.Web.WebPages.ApplicationParts.ResourceHandler
Cyclic Dependency,System.Web.WebPages,System.Web.WebPages.Scope,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: System.Web.WebPages.Scope' System.Web.WebPages' System.Web.WebPages.Html' System.Web.Mvc' System.Web.WebPages,System.Web.WebPages.Scope.ScopeStorage' System.Web.WebPages.Scope.WebConfigScopeDictionary' System.Web.WebPages.ApplicationPart' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.CompareValidator' System.Web.WebPages.ValidationHelper' System.Web.WebPages.HelperPage' System.Web.WebPages.WebPageRoute' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.Html.HtmlHelper' System.Web.Mvc.UnobtrusiveValidationAttributesGenerator' System.Web.Mvc.TagBuilder
Unstable Dependency,System.Web.WebPages,System.Web.WebPages,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Web.WebPages.ApplicationParts' System.Web.Razor' System.Web.WebPages.Html' System.Web.WebPages.Instrumentation' System.Web.WebPages.Deployment,System.Web.WebPages.LazyAction' System.Web.WebPages.ApplicationPartRegistry' System.Web.WebPages.IResourceAssembly' System.Web.WebPages.DictionaryBasedVirtualPathFactory' System.Web.WebPages.RazorDirectiveAttribute' System.Web.WebPages.ModelStateDictionary' System.Web.WebPages.ModelState' System.Web.WebPages.InstrumentationService' System.Web.WebPages.WebPagesDeployment
Unstable Dependency,System.Web.WebPages,System.Web.Helpers,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Web.Helpers.AntiXsrf,System.Web.Helpers.AntiForgeryWorker
Unstable Dependency,System.Web.WebPages,System.Web.Mvc,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Web.WebPages.Html,System.Web.Mvc.HtmlHelper
Unstable Dependency,System.Web.WebPages,System.Web.WebPages.Scope,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): System.Web.WebPages,System.Web.WebPages.Scope.DisposableAction
God Component,System.Web.WebPages,System.Web.WebPages,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 66,System.Web.WebPages.BrowserOverrideStores' System.Web.WebPages.BrowserOverride' System.Web.WebPages.BuildManagerResult' System.Web.WebPages.SupportedValidationDataType' System.Web.WebPages.ITemplateFile' System.Web.WebPages.DisplayInfo' System.Web.WebPages.IValidator' System.Web.WebPages.VirtualPathFactoryExtensions' System.Web.WebPages.RequestExtensions' System.Web.WebPages.TemplateFileInfo' System.Web.WebPages.IWebPageRequestExecutor' System.Web.WebPages.PageVirtualPathAttribute' System.Web.WebPages.WebPageMatch' System.Web.WebPages.PreApplicationStartCode' System.Web.WebPages.BrowserOverrideStore' System.Web.WebPages.UserAgentWorkerRequest' System.Web.WebPages.IDisplayMode' System.Web.WebPages.HttpContextExtensions' System.Web.WebPages.RequestBrowserOverrideStore' System.Web.WebPages.CompareValidator' System.Web.WebPages.DataTypeValidator' System.Web.WebPages.SecureWeakReference' System.Web.WebPages.IVirtualPathFactory' System.Web.WebPages.WebPageRenderingBase' System.Web.WebPages.PageDataComparer' System.Web.WebPages.AttributeValue' System.Web.WebPages.FileExistenceCache' System.Web.WebPages.SessionStateUtil' System.Web.WebPages.TypeHelper' System.Web.WebPages.UrlUtil' System.Web.WebPages.ValidationAttributeAdapter' System.Web.WebPages.SecurityUtil' System.Web.WebPages.DisposableAction' System.Web.WebPages.PathUtil' System.Web.WebPages.WebPageContext' System.Web.WebPages.BuildManagerExceptionUtil' System.Web.WebPages.CookieBrowserOverrideStore
Feature Concentration,System.Web.WebPages,Microsoft.Internal.Web.Utils,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CommonResources' ExceptionHelper]' [HashCodeCombiner]' [MimeMapping]' [IVirtualPathUtility' VirtualPathUtilityWrapper]. LCC (Lack of Component Cohesion) = 0.67,Microsoft.Internal.Web.Utils.IVirtualPathUtility' Microsoft.Internal.Web.Utils.VirtualPathUtilityWrapper' Microsoft.Internal.Web.Utils.HashCodeCombiner' Microsoft.Internal.Web.Utils.MimeMapping
Feature Concentration,System.Web.WebPages,System.Web.WebPages,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApplicationPart' VirtualPathFactoryManager' WebPageBase' WebPageHttpHandler' PreApplicationStartCode' BuildManagerExceptionUtil' WebPage' ApplicationStartPage' IVirtualPathFactory' WebPageHttpModule' HelperResult' WebPageRoute' WebPageExecutingBase' WebPageRenderingBase' UrlDataList' WebPageMatch' AttributeValue' HelperPage' WebPageContext' BuildManagerWrapper' BuildManagerResult' FileExistenceCache' VirtualPathFactoryExtensions' PathUtil' DisplayInfo' DisplayModeProvider' IDisplayMode' DefaultDisplayMode' HttpContextExtensions' RequestResourceTracker' SecureWeakReference' SessionStateUtil' StartPage' TemplateStack' UrlUtil' IValidator' ValidationHelper' DisposableAction' ITemplateFile' SecurityUtil' DynamicHttpApplicationState' TemplateFileInfo' IWebPageRequestExecutor]' [BrowserOverrideStore' BrowserOverrideStores' CookieBrowserOverrideStore' BrowserHelpers' RequestBrowserOverrideStore' BrowserOverride]' [UserAgentWorkerRequest]' [TypeHelper' PageDataDictionary<TValue>]' [CompareValidator' RequestFieldValidatorBase' ValidationAttributeAdapter' Validator' DataTypeValidator' SupportedValidationDataType]' [RequestExtensions]' [DynamicPageDataDictionary<TValue>]' [CultureUtil]' [ReflectionDynamicObject]' [ResponseExtensions]' [PageDataComparer]' [PageVirtualPathAttribute]' [StringExtensions]. LCC (Lack of Component Cohesion) = 0.2,System.Web.WebPages.StringExtensions
Feature Concentration,System.Web.WebPages,System.Web.WebPages.ApplicationParts,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApplicationPartRegistry' DictionaryBasedVirtualPathFactory' IResourceAssembly' ResourceAssembly' ResourceRouteHandler' ResourceHandler]' [LazyAction]. LCC (Lack of Component Cohesion) = 0.29,System.Web.WebPages.ApplicationParts.LazyAction
Feature Concentration,System.Web.WebPages,System.Web.Helpers,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CryptoUtil]' [AntiForgeryConfig]' [IAntiForgeryAdditionalDataProvider]' [AntiForgery]' [UnvalidatedRequestValues' Validation]. LCC (Lack of Component Cohesion) = 0.83,System.Web.Helpers.CryptoUtil' System.Web.Helpers.AntiForgeryConfig' System.Web.Helpers.IAntiForgeryAdditionalDataProvider' System.Web.Helpers.AntiForgery
Feature Concentration,System.Web.WebPages,System.Web.WebPages.Instrumentation,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [HttpContextAdapter' InstrumentationService' PageExecutionContextAdapter' _CallSite_ctor_1' PageExecutionListenerAdapter' PageInstrumentationServiceAdapter' _CallSite_ctor_2]' [_CallSite_IsEnabled_1]' [PositionTagged<T>]. LCC (Lack of Component Cohesion) = 0.33,System.Web.WebPages.Instrumentation._CallSite_IsEnabled_1' System.Web.WebPages.Instrumentation.PositionTagged<T>
Feature Concentration,System.Web.WebPages,System.Web.Mvc,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ModelClientValidationEqualToRule' ModelClientValidationRule' ModelClientValidationStringLengthRule' UnobtrusiveValidationAttributesGenerator' ModelClientValidationRangeRule' ModelClientValidationRegexRule' ModelClientValidationRemoteRule' ModelClientValidationRequiredRule]' [HttpAntiForgeryException]' [TagBuilder' Html401IdUtil' TagRenderMode]. LCC (Lack of Component Cohesion) = 0.25,System.Web.Mvc.HttpAntiForgeryException
Feature Concentration,System.Web.WebPages,System.Web.WebPages.Scope,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApplicationScopeStorageDictionary' ScopeStorageDictionary' StateStorageKeyValueComparer' WebConfigScopeDictionary' ScopeStorageComparer]' [AspNetRequestScopeStorageProvider' IScopeStorageProvider' ScopeStorage' StaticScopeStorageProvider]. LCC (Lack of Component Cohesion) = 0.22,System.Web.WebPages.Scope.AspNetRequestScopeStorageProvider' System.Web.WebPages.Scope.IScopeStorageProvider' System.Web.WebPages.Scope.ScopeStorage' System.Web.WebPages.Scope.StaticScopeStorageProvider
