Implementation smell,Namespace,Class,File,Method,Description
Complex Method,SimplePacker,Form1,C:\repos\friedkiwi_netcrypt\netcrypt\SimplePacker\Form1.cs,packExecButton_Click,Cyclomatic complexity of the method is 14
Long Statement,SimplePacker,Form1,C:\repos\friedkiwi_netcrypt\netcrypt\SimplePacker\Form1.cs,packExecButton_Click,The length of the statement  "		File.WriteAllBytes (outputFileLocationLabel.Text' Packer.Pack (File.ReadAllBytes (inputFileLocationLabel.Text)' version)); " is 122.
Long Statement,SimplePacker,Form1,C:\repos\friedkiwi_netcrypt\netcrypt\SimplePacker\Form1.cs,packExecButton_Click,The length of the statement  "		MessageBox.Show ("An error has occured while packing the executable.\nPlease note:\n* Only .NET executables will work\n* This is a proof-of-concept packer' designed as a learning aid for .NET developers. It might just not work on your executable."' "Error"' MessageBoxButtons.OK' MessageBoxIcon.Error); " is 302.
