Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,TagServer,StackOverflowTagServer,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StackOverflowTagServer' StackOverflowTagServer.Querying,StackOverflowTagServer.BitMapIndexHandler' StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor,StackOverflowTagServer.BitMapIndexHandler' StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor
Cyclic Dependency,TagServer,StackOverflowTagServer,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StackOverflowTagServer' StackOverflowTagServer.DataStructures' StackOverflowTagServer.Querying,StackOverflowTagServer.BitMapIndexHandler' StackOverflowTagServer.DataStructures.SimpleBloomFilter' StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor,StackOverflowTagServer.BitMapIndexHandler' StackOverflowTagServer.DataStructures.SimpleBloomFilter' StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor
Cyclic Dependency,TagServer,StackOverflowTagServer.Querying,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StackOverflowTagServer.Querying' StackOverflowTagServer' StackOverflowTagServer.DataStructures' StackOverflowTagServer,StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor' StackOverflowTagServer.BitMapIndexHandler' StackOverflowTagServer.DataStructures.SimpleBloomFilter,StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor' StackOverflowTagServer.BitMapIndexHandler' StackOverflowTagServer.DataStructures.SimpleBloomFilter
Cyclic Dependency,TagServer,StackOverflowTagServer.Querying,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StackOverflowTagServer.Querying' StackOverflowTagServer' StackOverflowTagServer.DataStructures' StackOverflowTagServer' StackOverflowTagServer.DataStructures,StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor' StackOverflowTagServer.BitMapIndexHandler' StackOverflowTagServer.DataStructures.SimpleBloomFilter,StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor' StackOverflowTagServer.BitMapIndexHandler' StackOverflowTagServer.DataStructures.SimpleBloomFilter
Cyclic Dependency,TagServer,StackOverflowTagServer.DataStructures,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: StackOverflowTagServer.DataStructures' StackOverflowTagServer,StackOverflowTagServer.DataStructures.SimpleBloomFilter' StackOverflowTagServer.BitMapIndexHandler,StackOverflowTagServer.DataStructures.SimpleBloomFilter' StackOverflowTagServer.BitMapIndexHandler
Unstable Dependency,TagServer,StackOverflowTagServer.Querying,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): StackOverflowTagServer,StackOverflowTagServer.Querying.Logger' StackOverflowTagServer.Querying.Results' StackOverflowTagServer.Querying.TagServer' StackOverflowTagServer.Querying.Utils,StackOverflowTagServer.Querying.Logger' StackOverflowTagServer.Querying.Results' StackOverflowTagServer.Querying.TagServer' StackOverflowTagServer.Querying.Utils
Unstable Dependency,TagServer,StackOverflowTagServer.DataStructures,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): StackOverflowTagServer,StackOverflowTagServer.DataStructures.Logger,StackOverflowTagServer.DataStructures.Logger
Feature Concentration,TagServer,StackOverflowTagServer.Querying,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BaseQueryProcessor' BitMapQueryProcessor' ComplexQueryProcessor' CounterWrapper' ComplexQueryResult' IntComparer' QueryInfo' QueryProcessor' QueryResult]' [QueryTester]. LCC (Lack of Component Cohesion) = 0.2,StackOverflowTagServer.Querying.QueryTester,StackOverflowTagServer.Querying.BaseQueryProcessor' StackOverflowTagServer.Querying.BitMapQueryProcessor' StackOverflowTagServer.Querying.ComplexQueryProcessor' StackOverflowTagServer.Querying.CounterWrapper' StackOverflowTagServer.Querying.ComplexQueryResult' StackOverflowTagServer.Querying.IntComparer' StackOverflowTagServer.Querying.QueryInfo' StackOverflowTagServer.Querying.QueryProcessor' StackOverflowTagServer.Querying.QueryResult' StackOverflowTagServer.Querying.QueryTester
Feature Concentration,TagServer,StackOverflowTagServer.DataStructures,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DisposableAction]' [Int32Converter' SimpleBloomFilter' FNVConstants]' [IGCInfo' GCCollectionInfo' GCInfo' GCInfoInstance]' [TrieEntry' Trie<TValue>' TrieNode]' [QueryType]. LCC (Lack of Component Cohesion) = 0.42,StackOverflowTagServer.DataStructures.Int32Converter' StackOverflowTagServer.DataStructures.SimpleBloomFilter' StackOverflowTagServer.DataStructures.FNVConstants' StackOverflowTagServer.DataStructures.TrieEntry' StackOverflowTagServer.DataStructures.Trie<TValue>' StackOverflowTagServer.DataStructures.TrieNode' StackOverflowTagServer.DataStructures.DisposableAction' StackOverflowTagServer.DataStructures.QueryType,StackOverflowTagServer.DataStructures.DisposableAction' StackOverflowTagServer.DataStructures.Int32Converter' StackOverflowTagServer.DataStructures.IGCInfo' StackOverflowTagServer.DataStructures.GCCollectionInfo' StackOverflowTagServer.DataStructures.GCInfo' StackOverflowTagServer.DataStructures.GCInfoInstance' StackOverflowTagServer.DataStructures.TrieEntry' StackOverflowTagServer.DataStructures.Trie<TValue>' StackOverflowTagServer.DataStructures.TrieNode' StackOverflowTagServer.DataStructures.QueryType' StackOverflowTagServer.DataStructures.SimpleBloomFilter' StackOverflowTagServer.DataStructures.FNVConstants
Scattered Functionality,TagServer,StackOverflowTagServer.Querying,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: StackOverflowTagServer.DataStructures' StackOverflowTagServer,StackOverflowTagServer.DataStructures.GCCollectionInfo' StackOverflowTagServer.Results' StackOverflowTagServer.Logger' StackOverflowTagServer.DataStructures.SimpleBloomFilter,StackOverflowTagServer.DataStructures.GCCollectionInfo' StackOverflowTagServer.Results' StackOverflowTagServer.Logger' StackOverflowTagServer.DataStructures.SimpleBloomFilter
