Implementation smell,Namespace,Class,File,Method,Description
Long Statement,MSBuild.Orchard.Tasks,FilterModuleBinaries,C:\repos\markhigham_orchardspike\src\Tools\MSBuild.Orchard.Tasks\FilterModuleBinaries.cs,Execute,The length of the statement  "	var orchardWebAssemblies = new HashSet<string> (OrchardWebBinaries.Select (item => Path.GetFileName (item.ItemSpec))' StringComparer.InvariantCultureIgnoreCase); " is 161.
Long Statement,MSBuild.Orchard.Tasks,FilterModuleBinaries,C:\repos\markhigham_orchardspike\src\Tools\MSBuild.Orchard.Tasks\FilterModuleBinaries.cs,Execute,The length of the statement  "	ExcludedBinaries = ModulesBinaries.Where (item => orchardWebAssemblies.Contains (Path.GetFileName (item.ItemSpec))).Select (item => new TaskItem (item)).ToArray (); " is 164.
