Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Akka.Streams,Akka.Streams,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams' Akka.Streams.Implementation,Akka.Streams.ActorMaterializer' Akka.Streams.ActorMaterializerSettings' Akka.Streams.Attributes' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>
Cyclic Dependency,Akka.Streams,Akka.Streams,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams' Akka.Streams.Implementation.Fusing' Akka.Streams.Implementation,Akka.Streams.ActorMaterializer' Akka.Streams.ActorMaterializerSettings' Akka.Streams.Attributes' Akka.Streams.Implementation.Fusing.GraphModule' Akka.Streams.Implementation.Fusing.GraphInterpreterShell' Akka.Streams.Implementation.Fusing.BuildStructuralInfo' Akka.Streams.Implementation.Fusing.GraphStages' Akka.Streams.Implementation.Fusing.Logic' Akka.Streams.Implementation.Fusing.FlattenMerge<TGraph'T'TMat>' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>
Cyclic Dependency,Akka.Streams,Akka.Streams,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams' Akka.Streams.Implementation' Akka.Streams.Implementation.Fusing' Akka.Streams.Implementation,Akka.Streams.ActorMaterializer' Akka.Streams.ActorMaterializerSettings' Akka.Streams.Attributes' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>' Akka.Streams.Implementation.Fusing.GraphModule' Akka.Streams.Implementation.Fusing.GraphInterpreterShell' Akka.Streams.Implementation.Fusing.BuildStructuralInfo' Akka.Streams.Implementation.Fusing.GraphStages' Akka.Streams.Implementation.Fusing.Logic' Akka.Streams.Implementation.Fusing.FlattenMerge<TGraph'T'TMat>
Cyclic Dependency,Akka.Streams,Akka.Streams,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams' Akka.Streams.Implementation.Fusing' Akka.Streams.Implementation' Akka.Streams.Implementation.Fusing' Akka.Streams.Implementation,Akka.Streams.ActorMaterializer' Akka.Streams.ActorMaterializerSettings' Akka.Streams.Attributes' Akka.Streams.Implementation.Fusing.GraphModule' Akka.Streams.Implementation.Fusing.GraphInterpreterShell' Akka.Streams.Implementation.Fusing.BuildStructuralInfo' Akka.Streams.Implementation.Fusing.GraphStages' Akka.Streams.Implementation.Fusing.Logic' Akka.Streams.Implementation.Fusing.FlattenMerge<TGraph'T'TMat>' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>
Cyclic Dependency,Akka.Streams,Akka.Streams.Actors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams.Actors' Akka.Streams.Implementation,Akka.Streams.Actors.ActorPublisher<T>' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>
Cyclic Dependency,Akka.Streams,Akka.Streams.Actors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams.Actors' Akka.Streams.Implementation.Fusing' Akka.Streams.Implementation,Akka.Streams.Actors.ActorPublisher<T>' Akka.Streams.Implementation.Fusing.GraphModule' Akka.Streams.Implementation.Fusing.GraphInterpreterShell' Akka.Streams.Implementation.Fusing.BuildStructuralInfo' Akka.Streams.Implementation.Fusing.GraphStages' Akka.Streams.Implementation.Fusing.Logic' Akka.Streams.Implementation.Fusing.FlattenMerge<TGraph'T'TMat>' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>
Cyclic Dependency,Akka.Streams,Akka.Streams.Actors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams.Actors' Akka.Streams.Implementation' Akka.Streams' Akka.Streams.Implementation,Akka.Streams.Actors.ActorPublisher<T>' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>' Akka.Streams.ActorMaterializer' Akka.Streams.ActorMaterializerSettings' Akka.Streams.Attributes
Cyclic Dependency,Akka.Streams,Akka.Streams.Actors,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams.Actors' Akka.Streams.Implementation.Fusing' Akka.Streams.Implementation' Akka.Streams' Akka.Streams.Implementation,Akka.Streams.Actors.ActorPublisher<T>' Akka.Streams.Implementation.Fusing.GraphModule' Akka.Streams.Implementation.Fusing.GraphInterpreterShell' Akka.Streams.Implementation.Fusing.BuildStructuralInfo' Akka.Streams.Implementation.Fusing.GraphStages' Akka.Streams.Implementation.Fusing.Logic' Akka.Streams.Implementation.Fusing.FlattenMerge<TGraph'T'TMat>' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>' Akka.Streams.ActorMaterializer' Akka.Streams.ActorMaterializerSettings' Akka.Streams.Attributes
Cyclic Dependency,Akka.Streams,Akka.Streams.Dsl,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams.Dsl' Akka.Streams.Implementation,Akka.Streams.Dsl.GraphDsl' Akka.Streams.Dsl.FlowOperations' Akka.Streams.Dsl.Framing' Akka.Streams.Dsl.FramingDecoderStage' Akka.Streams.Dsl.LengthFieldFramingStage' Akka.Streams.Dsl.Interleave' Akka.Streams.Dsl.Sink' Akka.Streams.Dsl.StreamConverters' Akka.Streams.Dsl.Source' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>
Cyclic Dependency,Akka.Streams,Akka.Streams.Dsl,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Akka.Streams.Dsl' Akka.Streams.Implementation.Fusing' Akka.Streams.Implementation,Akka.Streams.Dsl.GraphDsl' Akka.Streams.Dsl.FlowOperations' Akka.Streams.Dsl.Framing' Akka.Streams.Dsl.FramingDecoderStage' Akka.Streams.Dsl.LengthFieldFramingStage' Akka.Streams.Dsl.Interleave' Akka.Streams.Dsl.Sink' Akka.Streams.Dsl.StreamConverters' Akka.Streams.Dsl.Source' Akka.Streams.Implementation.Fusing.GraphModule' Akka.Streams.Implementation.Fusing.GraphInterpreterShell' Akka.Streams.Implementation.Fusing.BuildStructuralInfo' Akka.Streams.Implementation.Fusing.GraphStages' Akka.Streams.Implementation.Fusing.Logic' Akka.Streams.Implementation.Fusing.FlattenMerge<TGraph'T'TMat>' Akka.Streams.Implementation.ActorMaterializerImpl' Akka.Streams.Implementation.ActorMaterializerSession' Akka.Streams.Implementation.FlowNameCounter' Akka.Streams.Implementation.Logic' Akka.Streams.Implementation.ActorRefSinkActor' Akka.Streams.Implementation.GroupByProcessorImpl<T>
