Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,Performance.Comparison,Performance.Comparison,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Performance.Comparison' Performance.Comparison.Esent,Performance.Comparison.Program' Performance.Comparison.Esent.EsentTest,Performance.Comparison.Program' Performance.Comparison.Esent.EsentTest
Cyclic Dependency,Performance.Comparison,Performance.Comparison.Esent,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Performance.Comparison.Esent' Performance.Comparison' Performance.Comparison.Voron' Performance.Comparison,Performance.Comparison.Esent.EsentTest' Performance.Comparison.Program' Performance.Comparison.Voron.VoronTest,Performance.Comparison.Esent.EsentTest' Performance.Comparison.Program' Performance.Comparison.Voron.VoronTest
Cyclic Dependency,Performance.Comparison,Performance.Comparison.Voron,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Performance.Comparison.Voron' Performance.Comparison,Performance.Comparison.Voron.VoronTest' Performance.Comparison.Program,Performance.Comparison.Voron.VoronTest' Performance.Comparison.Program
Unstable Dependency,Performance.Comparison,Performance.Comparison,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Performance.Comparison.Esent' Performance.Comparison.Voron,Performance.Comparison.EsentTest' Performance.Comparison.VoronTest,Performance.Comparison.EsentTest' Performance.Comparison.VoronTest
Scattered Functionality,Performance.Comparison,Performance.Comparison.Voron,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Voron' Performance.Comparison,Voron.StorageEnvironmentOptions' Performance.Comparison.StoragePerformanceTestBase' Voron.StorageEnvironment,Voron.StorageEnvironmentOptions' Performance.Comparison.StoragePerformanceTestBase' Voron.StorageEnvironment
