Method,LOC,CC,PC
IMergeableConfigurationCollection:Add,0,1,1
IMergeableConfigurationCollection:IsRemoved,0,1,1
IMergeableConfigurationCollection:GetElementKeyForMerge,0,1,1
DeepMerger<TSection>:Merge,9,2,1
DeepMerger:Merge,10,2,1
DeepSectionMergerImpl:DoMerge,9,2,2
DeepSectionMergerImpl:UpdateProperty,25,2,2
DeepSectionMergerImpl:GetInheritance,14,3,1
DeepSectionMergerImpl:MergeRecursive,12,2,2
DeepSectionMergerImpl:MergePropertyValue,16,4,2
DeepSectionMergerImpl:MergeCollection,27,6,2
DeepSectionMergerImpl:MergeConfigurationElementList,14,2,1
DeepSectionMergerImpl:IsRemoved,10,3,3
DeepSectionMergerImpl:CutAfterClear,11,3,1
DeepSectionMergerImpl:GetMergeableCollections,6,1,1
DeepSectionMergerImpl:Inherits,3,1,1
DeepSectionMergerImpl:IsConfigurationPropertyDefined,3,1,1
PropertyMerger<TSection>:Merge,17,5,1
PropertyMerger<TSection>:IsConfigurationPropertyDefined,3,1,1
INSystemConfigurator:SubstituteSystemConfiguration,0,1,2
INSystemConfigurator:RestoreSystemConfiguration,0,1,0
IConfigurationFactory:CreateConfiguration,0,1,1
IConfigurationFactory:CreateSystemReplacementConfiguration,0,1,2
IConfigurationFactory:CreateConfigRecordConfiguration,0,1,2
ConfigurationFactory:ConfigurationFactory,4,1,2
ConfigurationFactory:CreateConfiguration,3,1,1
ConfigurationFactory:CreateSystemReplacementConfiguration,3,1,2
ConfigurationFactory:CreateConfigRecordConfiguration,3,1,2
NSectionMergerRegistry:AddMerger,3,1,2
NSectionMergerRegistry:GetMerger,5,1,1
NWebSystemConfigurator:SubstituteSystemConfiguration,34,3,2
NWebSystemConfigurator:UpdateCacheMultiple,24,6,3
NWebSystemConfigurator:UpdateCacheSingle,23,1,3
NWebSystemConfigurator:RestoreSystemConfiguration,4,1,0
NConfigRecordConfiguration:NConfigRecordConfiguration,3,1,4
NConfigRecordConfiguration:GetAppWebSection,3,1,1
ReflectionAccessor<T>:ReflectionAccessor,1,1,0
ReflectionAccessor:ReflectionAccessor,12,2,2
ReflectionAccessor:ReflectionAccessor,1,1,1
ReflectionAccessor:ReflectionAccessor,1,1,1
ReflectionAccessor:GetProperty,4,1,1
ReflectionAccessor:GetProperty,6,2,1
ReflectionAccessor:SetProperty,5,2,2
ReflectionAccessor:GetField,3,1,1
ReflectionAccessor:GetField,8,2,1
ReflectionAccessor:SetField,5,2,2
ReflectionAccessor:Execute,3,1,2
ReflectionAccessor:MethodFunc,13,3,2
ReflectionAccessor:FieldGetterFunc,6,2,1
ReflectionAccessor:FieldSetterAction,6,2,1
ReflectionAccessor:PropertyGetterFunc,9,3,1
ReflectionAccessor:PropertySetterAction,9,3,1
NSystemConfigurator:SubstituteSystemConfiguration,5,2,2
NSystemConfigurator:RestoreSystemConfiguration,7,2,0
NSystemConfigurator:SubstituteConfigurationSystem,10,2,2
NConfigSystemReplacement:NConfigSystemReplacement,4,1,3
NConfigSystemReplacement:Init,3,1,2
NConfigRecordReplacement:NConfigRecordReplacement,4,1,2
NConfigRecordReplacement:GetLkgSection,3,1,1
NConfigRecordReplacement:GetSection,3,1,1
NConfigRecordReplacement:RefreshSection,3,1,1
NConfigRecordReplacement:Remove,3,1,0
NConfigRecordReplacement:ThrowIfInitErrors,3,1,0
NConfigRootReplacement:NConfigRootReplacement,5,1,3
NConfigRootReplacement:CreateConfigRecord,5,1,1
NConfigRootReplacement:GetConfigRecord,3,1,1
NConfigRootReplacement:GetSection,3,1,2
NConfigRootReplacement:GetUniqueConfigPath,3,1,1
NConfigRootReplacement:GetUniqueConfigRecord,3,1,1
NConfigRootReplacement:Init,3,1,2
NConfigRootReplacement:RemoveConfig,4,1,1
INSectionMergerRegistry:AddMerger,0,1,2
INSectionMergerRegistry:GetMerger,0,1,1
AppSettingsMerger:Merge,10,4,1
ConnectionStringsMerger:Merge,10,4,1
DefaultMerger:Merge,3,1,1
MergeableConfigurationCollection<T>:CreateNewElement,3,1,0
MergeableConfigurationCollection<T>:GetElement,3,1,1
MergeableConfigurationCollection<T>:GetEnumerator,5,1,0
MergeableConfigurationCollection<T>:GetElementKey,19,3,1
MergeableConfigurationCollection<T>:Add,3,1,1
MergeableConfigurationCollection<T>:IsRemoved,3,1,1
MergeableConfigurationCollection<T>:GetElementKeyForMerge,3,1,1
NSectionMerger:Merge,0,1,1
NSectionMerger<T>:Merge,3,1,1
NSectionMerger<T>:Merge,0,1,1
ConfigurationRepositoryWeb:ToAbsolutePath,8,3,1
ConfigurationExtension:GetSection,3,1,1
ConfigurationExtension:GetSection,3,1,2
HostMappingConfigurationElement:HostMappingConfigurationElement,4,1,0
HostMappingConfigurationElement:HostMappingConfigurationElement,1,1,0
HostMappingConfigurationElement:HostMappingConfigurationElement,5,1,2
HostMappingConfigurationElement:Initialize,3,1,0
HostMappingConfigurationElement:Init,9,2,0
HostMappingConfigurationCollection:HostMappingConfigurationCollection,1,1,0
HostMappingConfigurationCollection:ContainsHost,3,1,1
HostMappingConfigurationCollection:Add,15,2,1
HostMappingConfigurationCollection:Add,4,1,2
HostMappingConfigurationCollection:Clear,3,1,0
HostMappingConfigurationCollection:Remove,3,1,1
HostMappingConfigurationCollection:CreateNewElement,3,1,0
HostMappingConfigurationCollection:GetElementKey,3,1,1
MemoizeExtensions:Memoize,19,1,1
MemoizeExtensions:Memoize,13,1,1
IListExtension:Reverse,6,3,1
ConfigurationRepository:GetFileConfiguration,16,2,1
ConfigurationRepository:DumpDiagnostics,14,3,1
ConfigurationRepository:ToAbsolutePath,5,2,1
ConfigurationRepository:GetRootPath,3,1,0
NSystemReplacementConfiguration:NSystemReplacementConfiguration,3,1,4
NSystemReplacementConfiguration:GetAppWebSection,3,1,1
NSystemReplacementConfiguration:GetSection,3,1,1
NSystemReplacementConfiguration:RefreshConfig,3,1,1
NConfigSettings:NConfigSettings,5,1,1
NConfigSettings:DetectHostAlias,24,7,0
NConfigSettings:DetectIsWeb,4,1,0
IConfigurationRepository:GetFileConfiguration,0,1,1
IConfigurationRepository:DumpDiagnostics,0,1,1
INConfigSettingsExtension:GetAliasedFileName,4,1,2
NMultifileConfiguration:NMultifileConfiguration,5,1,3
NMultifileConfiguration:GetAppWebSection,3,1,1
NMultifileConfiguration:GetDefaultSection,17,5,1
NMultifileConfiguration:GetFileSection,6,2,2
NMultifileConfiguration:GetConnectionStrings,10,3,0
NMultifileConfiguration:GetAppSettings,8,3,0
NMultifileConfiguration:IsAppSettingsSection,3,1,1
NMultifileConfiguration:HandleIConfigurationSectionHandlerSection,23,5,1
NMultifileConfiguration:IsSectionPresentInConfigFile,6,2,1
NMultifileConfiguration:GetAzureEnvironmentVariables,9,1,1
NMultifileConfiguration:GetSection,62,10,1
NMultifileConfiguration:GetSectionUntyped,13,4,1
NMultifileConfiguration:GetSectionGroup,12,4,1
NMultifileConfiguration:DumpDiagnostics,13,1,0
INConfiguration:GetSection,0,1,1
INConfiguration:GetSectionUntyped,0,1,1
INConfiguration:GetSectionGroup,0,1,1
INConfiguration:DumpDiagnostics,0,1,0
INConfigurationExtensions:GetSection,3,1,1
INConfigurationExtensions:GetSection,3,1,2
INConfigurationExtensions:GetSectionGroup,3,1,2
INConfigurationExtensions:SetAsDefault,4,1,1
INConfigurationExtensions:SetAsSystemDefault,4,1,1
NConfigurator:NConfigurator,8,1,0
NConfigurator:UsingFile,3,1,1
NConfigurator:UsingFiles,9,2,1
NConfigurator:RestoreSystemDefaults,3,1,0
NConfigurator:RegisterSectionMerger,3,1,2
NConfigurator:RegisterSectionMerger,3,1,1
NConfigurator:RegisterSectionMerger,3,1,1
NConfigurator:SetDefaultConfiguration,3,1,1
NConfigurator:SubstituteSystemConfiguration,4,1,1
NConfigurator:CreateRepository,5,2,0
NConfigurator:CreateSectionMerger,6,1,0
NConfigurator:CreateSystemConfigurator,5,2,0
