Architecture smell,Project,Namespace,Cause,Responsible Classes
Cyclic Dependency,Serenity.Services.Net45,Serenity.Services,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: Serenity.Services' Serenity.Data,Serenity.Services.LocalizationBehavior' Serenity.Services.JsonServiceClient' Serenity.Services.DefaultImplicitBehaviorRegistry' Serenity.Services.UpdatableExtensionBehavior' Serenity.Services.DeleteRequestHandler<TRow'TDeleteRequest'TDeleteResponse>' Serenity.Services.ListRequestHandler<TRow'TListRequest'TListResponse>' Serenity.Services.SaveRequestHandler<TRow'TSaveRequest'TSaveResponse>' Serenity.Data.DisplayOrderHelper' Serenity.Data.LocalizationRowHandler<TRow>
Unstable Dependency,Serenity.Services.Net45,Serenity.Data,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): Serenity.Services,Serenity.Data.SaveRequestType' Serenity.Data.RetrieveLocalizationRequest
God Component,Serenity.Services.Net45,Serenity.Services,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 95,Serenity.Services.RetrieveLocalizationResponse<TEntity>' Serenity.Services.SaveWithLocalizationRequest<TEntity>' Serenity.Services.IFieldBehavior' Serenity.Services.RelationInfo' Serenity.Services.RowListBehaviors<TRow>' Serenity.Services.RowRetrieveBehaviors<TRow>' Serenity.Services.IDeleteRequestHandler' Serenity.Services.RowBehaviors<TRow'TBehavior>' Serenity.Services.RowDeleteBehaviors<TRow>' Serenity.Services.DeleteRequestHandler<TRow>' Serenity.Services.Texts' Serenity.Services.Validation' Serenity.Services.SaveRequestBehaviourAttribute' Serenity.Services.RowSaveBehaviors<TRow>' Serenity.Services.AuditLogListRequest' Serenity.Services.AuditLogListResponse' Serenity.Services.UpdateAuditDataDictionary' Serenity.Services.CaptureLogConsts' Serenity.Services.StaticInfo' Serenity.Services.DeleteRequest' Serenity.Services.DeleteResponse' Serenity.Services.IIncludeExcludeColumns' Serenity.Services.ListRequest' Serenity.Services.IListResponse' Serenity.Services.ListResponse<T>' Serenity.Services.ISaveRequest' Serenity.Services.SaveRequest<TEntity>' Serenity.Services.RetrieveLocalizationRequest' Serenity.Services.RetrieveColumnSelection' Serenity.Services.RetrieveRequest' Serenity.Services.IRetrieveResponse' Serenity.Services.RetrieveResponse<T>' Serenity.Services.SaveResponse' Serenity.Services.ServiceError' Serenity.Services.ServiceRequest' Serenity.Services.ServiceResponse' Serenity.Services.UndeleteRequest' Serenity.Services.UndeleteResponse' Serenity.Services.ISaveRequestHandler' Serenity.Services.ListRequestHandler<TRow>' Serenity.Services.ListRequestHandler<TRow'TListRequest>' Serenity.Services.RetrieveRequestHandler<TRow>' Serenity.Services.SaveRequestHandler<TRow>' Serenity.Services.SaveRequestType' Serenity.Services.UndeleteRequestHandler<TRow>' Serenity.Services.IImplicitBehavior' Serenity.Services.IImplicitBehaviorRegistry' Serenity.Services.IDeleteRequestProcessor' Serenity.Services.ValidateParentAttribute' Serenity.Services.DisplayOrderFilterHelper' Serenity.Services.AuditDeleteRequest' Serenity.Services.AuditFileFieldInfo' Serenity.Services.AuditSaveRequest' Serenity.Services.AuditUndeleteRequest' Serenity.Services.TreeOrdering' Serenity.Services.IListRequestProcessor' Serenity.Services.ISaveRequestProcessor' Serenity.Services.DefaultImplicitBehaviorRegistry' Serenity.Services.UpdateInsertLogBehavior' Serenity.Services.IRetrieveRequestHandler' Serenity.Services.GenerationUpdater' Serenity.Services.UniqueConstraintSaveBehavior' Serenity.Services.JsonServiceClient' Serenity.Services.BracketRemoverDialect' Serenity.Services.IListRequestHandler' Serenity.Services.CaptureLogBehavior
Feature Concentration,Serenity.Services.Net45,Serenity.Data,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ServiceRequestExtensions]' [ICaptureLogHandler]' [DisplayOrderHelper' OrderRecord]' [AuditLogAttribute]' [IAuditLogRow]' [AuditType]' [CaptureLogAttribute]' [ICaptureLogRow]' [ILocalizationRow' LocalizationRowHandler<TRow>' StaticInfo' LocalizationRowAttribute' ILocalizationRowHandler]' [CriteriaFieldExpressionReplacer]. LCC (Lack of Component Cohesion) = 0.67,Serenity.Data.DisplayOrderHelper' Serenity.Data.OrderRecord' Serenity.Data.ServiceRequestExtensions' Serenity.Data.ICaptureLogHandler' Serenity.Data.AuditLogAttribute' Serenity.Data.IAuditLogRow' Serenity.Data.AuditType' Serenity.Data.CaptureLogAttribute' Serenity.Data.ICaptureLogRow' Serenity.Data.CriteriaFieldExpressionReplacer
Scattered Functionality,Serenity.Services.Net45,Serenity.Services,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Serenity.Data' Serenity.Data,Serenity.Data.Row' Serenity.Data.FilterableQueryExtensions' Serenity.Data.EntitySqlQueryExtensions' Serenity.Data.Field' Serenity.Data.SqlQuery' Serenity.Data.SqlConnections' Serenity.Data.BaseCriteria' Serenity.Data.Criteria' Serenity.Data.RowExtensions' Serenity.Data.RowRegistry' Serenity.Data.EntityConnectionExtensions' Serenity.Data.IGetExpressionByName
Scattered Functionality,Serenity.Services.Net45,Serenity.Services,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Serenity.Data' Serenity.Data' Serenity.Reflection,Serenity.Data.Row' Serenity.Data.BracketLocator' Serenity.Reflection.FastReflection' Serenity.Data.Field' Serenity.Data.JoinAliasLocator' Serenity.Data.EntityFieldExtensions' Serenity.Data.BaseCriteria
Scattered Functionality,Serenity.Services.Net45,Serenity.Services,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Serenity.Data' Serenity,Serenity.Data.DateTimeField' Serenity.Invariants' Serenity.Data.Field' Serenity.Dependency' Serenity.Data.Row' Serenity.JSON' Serenity.Data.EntityConnectionExtensions' Serenity.Authorization
Scattered Functionality,Serenity.Services.Net45,Serenity.Services,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Serenity.Data' Serenity.Data,Serenity.Data.RowExtensions' Serenity.Data.ICaptureLogHandler' Serenity.Data.EntityFieldExtensions' Serenity.Data.Field
Scattered Functionality,Serenity.Services.Net45,Serenity.Services,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Serenity.Data' Serenity.Data' Serenity,Serenity.Data.Field' Serenity.Data.FilterableQueryExtensions' Serenity.Data.DateTimeField' Serenity.Invariants' Serenity.Data.BaseCriteria' Serenity.Data.Row' Serenity.Data.SqlQuery' Serenity.Data.EntitySqlQueryExtensions' Serenity.Data.SqlConnections' Serenity.LocalText' Serenity.Dependency' Serenity.Authorization' Serenity.Data.QueryWithParamsExtensions' Serenity.Data.RowExtensions' Serenity.Data.RowRegistry
Scattered Functionality,Serenity.Services.Net45,Serenity.Data,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: Serenity.Data' Serenity.Data,Serenity.Data.FilterableQueryExtensions' Serenity.Data.SqlQuery' Serenity.Data.EntitySqlQueryExtensions' Serenity.Data.Row' Serenity.Data.Field' Serenity.Data.BaseCriteriaVisitor
