Implementation smell,Namespace,Class,File,Method,Description
Long Parameter List,SisoDb.SqlServer,SqlServerAdoDriver,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerAdoDriver.cs,CreateCommand,The method has 5 parameters. Parameters: connection' commandType' sql' transaction' parameters
Long Parameter List,SisoDb.SqlServer,SqlServerDbClient,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerDbClient.cs,SqlServerDbClient,The method has 5 parameters. Parameters: driver' connection' connectionManager' sqlStatements' pipe
Long Parameter List,SisoDb.SqlServer,SqlServerDbClient,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerDbClient.cs,SqlServerDbClient,The method has 6 parameters. Parameters: driver' connection' transaction' connectionManager' sqlStatements' pipe
Long Statement,SisoDb.SqlServer,SqlServerClient,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerClient.cs,CreateDbIfItDoesNotExist,The length of the statement  "                var exists = OnExecuteScalar<int>(cn' SqlStatements.GetSql("DatabaseExists")' new DacParameter(DbSchemaInfo.Parameters.DbNameParamPrefix' ConnectionInfo.DbName)) > 0; " is 166.
Long Statement,SisoDb.SqlServer,SqlServerClient,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerClient.cs,InitializeExistingDb,The length of the statement  "                var exists = OnExecuteScalar<int>(cn' SqlStatements.GetSql("DatabaseExists")' new DacParameter(DbSchemaInfo.Parameters.DbNameParamPrefix' ConnectionInfo.DbName)) > 0; " is 166.
Long Statement,SisoDb.SqlServer,SqlServerClient,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerClient.cs,InitializeExistingDb,The length of the statement  "                    throw new SisoDbException(ExceptionMessages.SqlDatabase_InitializeExisting_DbDoesNotExist.Inject(ConnectionInfo.DbName)); " is 121.
Long Statement,SisoDb.SqlServer,SqlServerClient,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerClient.cs,DbExists,The length of the statement  "            return WithConnection(cn => OnExecuteScalar<int>(cn' SqlStatements.GetSql("DatabaseExists")' new DacParameter(DbSchemaInfo.Parameters.DbNameParamPrefix' ConnectionInfo.DbName)) > 0); " is 182.
Long Statement,SisoDb.SqlServer,SqlServerAdoDriver,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerAdoDriver.cs,AddCommandParametersTo,The length of the statement  "                    parameter.Value = dacParameter.Value; //PERF: Yes' value should be set after OnParameterCreated otherwise ADO.Net will do some type mapping before we do. " is 153.
Long Statement,SisoDb.SqlServer,SqlServerProviderFactory,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerProviderFactory.cs,GetNonTransactionalDbClient,The length of the statement  "                Transactions.SuppressOngoingTransactionWhile(() => connection = ConnectionManager.OpenClientConnection(db.ConnectionInfo)); " is 123.
Long Statement,SisoDb.SqlServer,SqlServerProviderFactory,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerProviderFactory.cs,GetQueryBuilder,The length of the statement  "            return new QueryBuilder(structureType' structureSchemas' new ExpressionParsers(structureSchemas.StructureSchemaBuilder.DataTypeConverter)); " is 139.
Long Statement,SisoDb.SqlServer,SqlServerProviderFactory,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerProviderFactory.cs,GetQueryBuilder,The length of the statement  "            return new QueryBuilder<T>(structureSchemas' new ExpressionParsers(structureSchemas.StructureSchemaBuilder.DataTypeConverter)); " is 127.
Long Statement,SisoDb.SqlServer,SqlServerProviderFactory,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerProviderFactory.cs,GetNamedQueryGenerator,The length of the statement  "            return new NamedQueryGenerator<T>(GetQueryBuilder<T>(structureSchemas)' GetDbQueryGenerator()' new DbDataTypeTranslator()); " is 123.
Long Statement,SisoDb.SqlServer,SqlServerConnectionInfo,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerConnectionInfo.cs,OnFormatServerConnectionString,The length of the statement  "            var cnStringBuilder = new SqlConnectionStringBuilder(connectionString) { InitialCatalog = string.Empty' MultipleActiveResultSets = true }; " is 138.
Long Statement,SisoDb.SqlServer,SqlServerTableParams,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerTableParams.cs,CreateForFractals,The length of the statement  "            throw new SisoDbException("Don't know how to create table param SisoFractals for data type '{0}'".Inject(dataType.Name)); " is 121.
Magic Number,SisoDb.SqlServer,SqlServerAdoDriver,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerAdoDriver.cs,SqlServerAdoDriver,The following statement contains a magic number: CommandTimeout = 15;
Magic Number,SisoDb.SqlServer,SqlServerIdsTableParam,C:\repos\danielwertheim_SisoDb-Provider\Source\Projects\SisoDb.SqlServer\SqlServerIdsTableParam.cs,CreateStringIdRecord,The following statement contains a magic number: var record = new SqlDataRecord(new SqlMetaData("Id"' SqlDbType.NVarChar' 16));
