Architecture smell,Project,Namespace,Cause
Unstable Dependency,SisoDb.Specifications,SisoDb.Specifications.Model,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): SisoDb.Spatial
Feature Concentration,SisoDb.Specifications,SisoDb.Specifications.Database,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [CreateIfNotExists]' [DeleteIfExists]' [DropStructureSet]' [DropStructureSets]' [EnsureNewDatabase]' [InitializeExisting]' [UpsertStructureSet]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,SisoDb.Specifications,SisoDb.Specifications.Model,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [QueryNullableItem]' [SpatialGuidItem' SpatialItem' SpatialIdentityItem' SpatialBigIdentityItem' SpatialStringItem]' [SpatialDataFactory]' [ChildItem' GrandChildItem' QueryItemForQxAnyQueries]' [Container' QueryNestedGuidItem' QueryNestedItemInfo]' [QueryBigIdentityItem' QueryXItem' QueryGuidItem' QueryIdentityItem' QueryItemInfo' QueryStringItem]. LCC (Lack of Component Cohesion) = 0.32
Feature Concentration,SisoDb.Specifications,SisoDb.Specifications.Session,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Caching]' [Clear]' [InsertBigStructures]' [UpdatesOfSingleValues]' [InsertAs]' [Inserts]' [InsertsWithCustomStructureId]' [TimeStamps]' [UpdateMany]' [Deletes]' [InsertsComplete]' [InsertsIdBehavior]' [InsertsOfJson]' [InsertsOfUniquesPerType]' [InsertsUsingBaseClasses]' [InsertsUsingInterfaces]' [Transactions]' [Updates]' [UpdatesHandlingConcurreny]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,SisoDb.Specifications,SisoDb.Specifications.Session.Querying,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Any]' [CheckoutById]' [GetByQuery]' [GetIds]' [Projection]' [Count]' [Exists]' [GetById]' [GetByIds]' [Query]' [QueryAll]' [RawQueries]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,SisoDb.Specifications,SisoDb.Specifications.Session.Querying.StringFunctions,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Contains]' [QxIsExactly]' [EndsWith]' [QxContains]' [QxEndsWith]' [QxLike]' [QxStartsWith]' [QxToLower]' [QxToUpper]' [StartsWith]' [StringFunctionsItem]' [ToLower]. LCC (Lack of Component Cohesion) = 1
Feature Concentration,SisoDb.Specifications,QxAny,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [when_querying_strings_and_criteria_matches_first_element_in_array_for_two_items]' [when_querying_strings_and_second_criteria_matches_middle_element_in_array_for_two_items]' [when_querying_ints_and_criteria_matches_first_element_in_array_for_two_items]' [when_querying_ints_and_criteria_matches_middle_element_in_array_for_two_items]' [when_querying_strings_and_criteria_matches_first_element_in_list_for_two_items]' [when_querying_strings_and_second_criteria_matches_middle_element_in_list_for_two_items]' [when_querying_decimals_and_criteria_matches_first_element_in_list_for_two_items]' [when_querying_decimals_and_second_criteria_matches_middle_element_in_list_for_two_items]' [when_querying_child_list_and_criteria_matches_first_element_in_list_for_two_items]' [when_querying_child_list_and_second_criteria_matches_middle_element_in_list_for_two_items]' [when_querying_list_on_child_list_and_criteria_matches_first_element_in_list_for_two_items]' [when_querying_list_on_child_list_and_second_criteria_matches_middle_element_in_list_for_two_items]' [when_querying_grandchild_list_on_child_list_and_criteria_matches_first_element_in_list_for_two_items]' [when_querying_grandchild_list_on_child_list_and_second_criteria_matches_middle_element_in_list_for_two_items]' [when_qxany_combined_with_qxin_on_simplevaluetype_targetting_two_of_three_structures]' [when_qxany_without_expression_and_two_empty_and_two_non_empty_int_collections_exist]' [when_qxany_without_expression_and_two_empty_and_two_non_empty_nullableint_collections_exist]' [when_qxany_without_expression_and_two_empty_and_two_non_empty_string_collections_exist]' [when_negated_qxany_without_expression_and_two_empty_and_two_non_empty_string_collections_exist]. LCC (Lack of Component Cohesion) = 1
