Implementation smell,Namespace,Class,File,Method,Description
Long Method,MadsKristensen.EditorExtensions,HtmlRegionTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\HTML\HtmlRegionTagger.cs,ReParse,The method has 104 lines of code.
Long Method,MadsKristensen.EditorExtensions,JavaScriptArrayOutliningTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\JavaScript\JavaScriptArrayOutlining.cs,ReParse,The method has 104 lines of code.
Long Method,MadsKristensen.EditorExtensions,JavaScriptOutliningTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\JavaScript\JavaScriptOutlining.cs,ReParse,The method has 106 lines of code.
Long Method,MadsKristensen.EditorExtensions,RegionTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\JavaScript\JavaScriptRegionTagger.cs,ReParse,The method has 104 lines of code.
Long Method,MadsKristensen.EditorExtensions,TagCompletionProvider,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Completion\CSS\CompletionProviders\TagCompletionProvider.cs,GetListEntriesCache,The method has 125 lines of code.
Complex Method,IntraTextAdornmentSample,IntraTextAdornmentTagger<TData;TAdornment>,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Adornments\Color\IntraTextAdornmentTagger.cs,GetAdornmentTagsOnSnapshot,Cyclomatic complexity of the method is 8
Complex Method,MadsKristensen.EditorExtensions,HtmlRegionTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\HTML\HtmlRegionTagger.cs,ReParse,Cyclomatic complexity of the method is 9
Complex Method,MadsKristensen.EditorExtensions,JavaScriptArrayOutliningTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\JavaScript\JavaScriptArrayOutlining.cs,ReParse,Cyclomatic complexity of the method is 9
Complex Method,MadsKristensen.EditorExtensions,JavaScriptOutliningTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\JavaScript\JavaScriptOutlining.cs,ReParse,Cyclomatic complexity of the method is 10
Complex Method,MadsKristensen.EditorExtensions,WebVttClassifier,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\WebVTT\WebVttClassifier.cs,GetClassificationSpans,Cyclomatic complexity of the method is 8
Complex Method,MadsKristensen.EditorExtensions,F1Help,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Commands\Css\F1HelpCommandTarget.cs,SchemaLookup,Cyclomatic complexity of the method is 8
Complex Method,MadsKristensen.EditorExtensions,SpeedTypingTarget,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Commands\Css\SpeedTyping.cs,IsSelectorEligible,Cyclomatic complexity of the method is 8
Complex Method,MadsKristensen.EditorExtensions,RegionTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\JavaScript\JavaScriptRegionTagger.cs,ReParse,Cyclomatic complexity of the method is 9
Complex Method,MadsKristensen.EditorExtensions,VendorTagger,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Classifications\CSS\ValueTaggerProvider.cs,GetTags,Cyclomatic complexity of the method is 8
Complex Method,MadsKristensen.EditorExtensions,WriteBrowserXml,C:\repos\madskristensen_WebEssentials2012\EditorExtensions\Commands\MoveRuleCommandTarget.cs,WriteProperties,Cyclomatic complexity of the method is 9
