Implementation smell,Namespace,Class,File,Method,Description
Magic Number,TelekomSendSMS,TelekomSendSMSGateway,D:\research\architectureSmells\repos\bietiekay_hacs\hacs\Libraries\TelekomSendSMS\TelekomSendSMS\TelekomSendSMS.cs,Send,The following statement contains a magic number: throw new Exception(string.Format("error {0}: {1} - {2}"' 				                                  response.requestError.policyException.messageId' 				                                  response.requestError.policyException.text.Substring(0' response.requestError.policyException.text.Length - 2)' 				                                  response.requestError.policyException.variables[0]));
