Implementation smell,Namespace,Class,File,Method,Description
Complex Method,FarNet.Settings,ModuleSettingsProvider,D:\research\architectureSmells\repos\nightroman_FarNet\FarNet\FarNet.Settings\ModuleSettingsProvider.cs,SetPropertyValues,Cyclomatic complexity of the method is 13
Virtual Method Call from Constructor,FarNet.Settings,ModuleSettings,D:\research\architectureSmells\repos\nightroman_FarNet\FarNet\FarNet.Settings\ModuleSettings.cs,ModuleSettings,The constructor "ModuleSettings" calls a virtual method "GetFolderPath".
Virtual Method Call from Constructor,FarNet.Settings,ModuleSettings,D:\research\architectureSmells\repos\nightroman_FarNet\FarNet\FarNet.Settings\ModuleSettings.cs,ModuleSettings,The constructor "ModuleSettings" calls a virtual method "GetFolderPath".
