Implementation smell,Namespace,Class,File,Method,Description
Missing Default,FarNet.Demo,DemoTool,D:\research\architectureSmells\repos\nightroman_FarNet\Modules\FarNet.Demo\DemoTool.cs,Invoke,The following switch statement is missing a default case: switch (menu.Selected)  				{  					case 0:  						// open the tracing file in the viewer  						var viewer = Far.Api.CreateViewer();  						viewer.Switching = Switching.Disabled;  						viewer.FileName = fileName;  						viewer.Open();  						return;  					case 1:  						// turn tracing to file on/off  						if (_Listener == null)  						{  							_Listener = new TextWriterTraceListener(fileName' TracingFile);  							Log.Source.Listeners.Add(_Listener);  							Trace.Listeners.Add(_Listener);  						}  						else  						{  							Log.Source.Listeners.Remove(_Listener);  							Trace.Listeners.Remove(_Listener);  							_Listener.Close();  							_Listener = null;  						}  						continue;  				}
