Architecture smell,Project,Namespace,Cause,Responsible Classes,Participating Classes
Cyclic Dependency,DotNetOpenAuth.OAuth,DotNetOpenAuth.Messaging,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetOpenAuth.Messaging' DotNetOpenAuth.OAuth.ChannelElements,DotNetOpenAuth.Messaging.ITamperProtectionChannelBindingElement' DotNetOpenAuth.OAuth.ChannelElements.ITokenManager' DotNetOpenAuth.OAuth.ChannelElements.PlaintextSigningBindingElement' DotNetOpenAuth.OAuth.ChannelElements.SigningBindingElementChain,DotNetOpenAuth.Messaging.ITamperProtectionChannelBindingElement' DotNetOpenAuth.OAuth.ChannelElements.ITokenManager' DotNetOpenAuth.OAuth.ChannelElements.PlaintextSigningBindingElement' DotNetOpenAuth.OAuth.ChannelElements.SigningBindingElementChain
Cyclic Dependency,DotNetOpenAuth.OAuth,DotNetOpenAuth.Messaging,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetOpenAuth.Messaging' DotNetOpenAuth.OAuth.ChannelElements' DotNetOpenAuth.OAuth.Messages' DotNetOpenAuth.OAuth.ChannelElements,DotNetOpenAuth.Messaging.ITamperProtectionChannelBindingElement' DotNetOpenAuth.OAuth.ChannelElements.ITokenManager' DotNetOpenAuth.OAuth.ChannelElements.PlaintextSigningBindingElement' DotNetOpenAuth.OAuth.ChannelElements.SigningBindingElementChain' DotNetOpenAuth.OAuth.Messages.SignedMessageBase,DotNetOpenAuth.Messaging.ITamperProtectionChannelBindingElement' DotNetOpenAuth.OAuth.ChannelElements.ITokenManager' DotNetOpenAuth.OAuth.ChannelElements.PlaintextSigningBindingElement' DotNetOpenAuth.OAuth.ChannelElements.SigningBindingElementChain' DotNetOpenAuth.OAuth.Messages.SignedMessageBase
Cyclic Dependency,DotNetOpenAuth.OAuth,DotNetOpenAuth.OAuth.ChannelElements,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: DotNetOpenAuth.OAuth.ChannelElements' DotNetOpenAuth.OAuth.Messages,DotNetOpenAuth.OAuth.ChannelElements.ITokenManager' DotNetOpenAuth.OAuth.ChannelElements.PlaintextSigningBindingElement' DotNetOpenAuth.OAuth.ChannelElements.SigningBindingElementChain' DotNetOpenAuth.OAuth.Messages.SignedMessageBase,DotNetOpenAuth.OAuth.ChannelElements.ITokenManager' DotNetOpenAuth.OAuth.ChannelElements.PlaintextSigningBindingElement' DotNetOpenAuth.OAuth.ChannelElements.SigningBindingElementChain' DotNetOpenAuth.OAuth.Messages.SignedMessageBase
Unstable Dependency,DotNetOpenAuth.OAuth,DotNetOpenAuth.Messaging,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): DotNetOpenAuth.OAuth.ChannelElements,DotNetOpenAuth.Messaging.ITamperResistantOAuthMessage,DotNetOpenAuth.Messaging.ITamperResistantOAuthMessage
Unstable Dependency,DotNetOpenAuth.OAuth,DotNetOpenAuth.OAuth.Messages,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): DotNetOpenAuth.OAuth.ChannelElements,DotNetOpenAuth.OAuth.Messages.ITamperResistantOAuthMessage' DotNetOpenAuth.OAuth.Messages.UriOrOobEncoding,DotNetOpenAuth.OAuth.Messages.ITamperResistantOAuthMessage' DotNetOpenAuth.OAuth.Messages.UriOrOobEncoding
Ambiguous Interface,DotNetOpenAuth.OAuth,DotNetOpenAuth.OAuth,The tool detected the smell in this component because the component provides only a single' general entry-point via the following class: Protocol,DotNetOpenAuth.OAuth.Protocol,DotNetOpenAuth.OAuth.Protocol
Feature Concentration,DotNetOpenAuth.OAuth,DotNetOpenAuth.OAuth,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ConsumerSecuritySettings' SecuritySettings' ServiceProviderSecuritySettings' ProtocolVersion' Protocol]' [OAuthStrings]. LCC (Lack of Component Cohesion) = 0.33,DotNetOpenAuth.OAuth.OAuthStrings,DotNetOpenAuth.OAuth.ConsumerSecuritySettings' DotNetOpenAuth.OAuth.OAuthStrings' DotNetOpenAuth.OAuth.SecuritySettings' DotNetOpenAuth.OAuth.ServiceProviderSecuritySettings' DotNetOpenAuth.OAuth.ProtocolVersion' DotNetOpenAuth.OAuth.Protocol
Scattered Functionality,DotNetOpenAuth.OAuth,DotNetOpenAuth.OAuth.ChannelElements,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: DotNetOpenAuth.Messaging' DotNetOpenAuth.Messaging.Reflection,DotNetOpenAuth.Messaging.HmacAlgorithms' DotNetOpenAuth.Messaging.Reflection.MessageDescriptionCollection' DotNetOpenAuth.Messaging.Reflection.MessageDictionary' DotNetOpenAuth.Messaging.Channel,DotNetOpenAuth.Messaging.HmacAlgorithms' DotNetOpenAuth.Messaging.Reflection.MessageDescriptionCollection' DotNetOpenAuth.Messaging.Reflection.MessageDictionary' DotNetOpenAuth.Messaging.Channel
