Implementation smell,Namespace,Class,File,Method,Description
Long Statement,nDump.Unit,IgnoreFilterStrategyTest,C:\repos\SteveMoyer_nDump\nDump.Unit\IgnoreFilterStrategyTest.cs,ShouldUseRegularSelectWhenFilterPresent,The length of the statement  "	Assert.AreEqual ("select * from table1"' filterStrategy.GetFilteredSelectStatement (new SqlTableSelect ("table1"' "filter"' false))); " is 133.
Long Statement,nDump.Unit,UseFilterIfPresentStrategyTest,C:\repos\SteveMoyer_nDump\nDump.Unit\UseFilterIfPresentStrategyTest.cs,ShouldGetSelectStarWhenFilterEmpty,The length of the statement  "	string filteredSelectStatement = filterStrategy.GetFilteredSelectStatement (new SqlTableSelect ("t"' String.Empty' false)); " is 123.
