Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "            items.Add(new ButtonUIContext(cbm.Bars[BarNames.Toolbar]' REFLEXIL_BUTTON_TEXT' Button_Click' BasePlugin.ReflexilImage)); " is 121.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    var allmenus = new UIContext[] { typemenu' assemblymenu' assemblyrefmenu' modulemenu' methodmenu' fieldmenu' propertymenu' eventmenu }; " is 135.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    items.Add(new SubMenuUIContext(typemenu' "Inject inner class"' (sender' e) => Inject(EInjectType.Class)' browserimages.Images[(int)EBrowserImages.PublicClass])); " is 161.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    items.Add(new SubMenuUIContext(typemenu' "Inject inner interface"' (sender' e) => Inject(EInjectType.Interface)' browserimages.Images[(int)EBrowserImages.PublicInterface])); " is 173.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    items.Add(new SubMenuUIContext(typemenu' "Inject inner struct"' (sender' e) => Inject(EInjectType.Struct)' browserimages.Images[(int)EBrowserImages.PublicStructure])); " is 167.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    items.Add(new SubMenuUIContext(typemenu' "Inject inner enum"' (sender' e) => Inject(EInjectType.Enum)' browserimages.Images[(int)EBrowserImages.PublicEnum])); " is 158.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    items.Add(new SubMenuUIContext(typemenu' "Inject event"' (sender' e) => Inject(EInjectType.Event)' browserimages.Images[(int)EBrowserImages.PublicEvent])); " is 155.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    items.Add(new SubMenuUIContext(typemenu' "Inject field"' (sender' e) => Inject(EInjectType.Field)' browserimages.Images[(int)EBrowserImages.PublicField])); " is 155.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    items.Add(new SubMenuUIContext(typemenu' "Inject method"' (sender' e) => Inject(EInjectType.Method)' browserimages.Images[(int)EBrowserImages.PublicMethod])); " is 158.
Long Statement,Reflexil.Plugins.CecilStudio,CecilStudioPackage,D:\research\architectureSmells\repos1\telerik_justdecompile-plugins\Reflexil.JustDecompile\reflexil.1.5.src\Plugins\Reflexil.CecilStudio\Plugins\CecilStudioPackage.cs,Load,The length of the statement  "                    items.Add(new SubMenuUIContext(typemenu' "Inject constructor"' (sender' e) => Inject(EInjectType.Constructor)' browserimages.Images[(int)EBrowserImages.PublicConstructor])); " is 173.
