Implementation smell,Namespace,Class,File,Method,Description
Complex Conditional,CleanVsix,Program,C:\repos\jaredpar_VsVim\Src\CleanVsix\Program.cs,CleanFiles,The conditional expression  "fileName.StartsWith("Microsoft.VisualStudio.") ||                      fileName.StartsWith("FSharp.Core") ||                       fileName.StartsWith("System.Xml") ||                      fileName.StartsWith("Newtonsoft.Json")"  is complex.
