Project,Namespace,Ca types,Ce types
xSaliceResurrected,xSaliceResurrected.ADC,xSaliceResurrected.PluginLoader,xSaliceResurrected.Managers.OrbwalkManager' xSaliceResurrected.Managers.AoeSpellManager' xSaliceResurrected.Managers.HitChanceManager' xSaliceResurrected.Managers.ItemManager' xSaliceResurrected.Managers.ManaManager' xSaliceResurrected.Managers.SpellCastManager' xSaliceResurrected.Managers.SpellManager' xSaliceResurrected.Champion' xSaliceResurrected.Utilities.DamageIndicator' xSaliceResurrected.Utilities.CustomPermaMenu' xSaliceResurrected.Utilities.Util
xSaliceResurrected,xSaliceResurrected.Managers,xSaliceResurrected.Champion' xSaliceResurrected.Mid.Azir' xSaliceResurrected.ADC.Ashe' xSaliceResurrected.Mid.Ekko' xSaliceResurrected.Support.Zyra' xSaliceResurrected.Mid.Jayce' xSaliceResurrected.Mid.Viktor' xSaliceResurrected.Top.Rumble' xSaliceResurrected.Mid.Chogath' xSaliceResurrected.Mid.Cassiopeia' xSaliceResurrected.Mid.Orianna' xSaliceResurrected.Top.Fiora' xSaliceResurrected.Mid.Katarina' xSaliceResurrected.Mid.Ahri' xSaliceResurrected.Top.Vladimir' xSaliceResurrected.ADC.Corki' xSaliceResurrected.ADC.KogMaw' xSaliceResurrected.ADC.Urgot' xSaliceResurrected.ADC.Lucian' xSaliceResurrected.Mid.Syndra' xSaliceResurrected.ADC.Ezreal' xSaliceResurrected.Mid.Karthus' xSaliceResurrected.Top.Lissandra' xSaliceResurrected.Mid.Akali' xSaliceResurrected.Top.Irelia' xSaliceResurrected.Base.SpellBase,xSaliceResurrected.Champion' xSaliceResurrected.Utilities.xSaliceWalker' xSaliceResurrected.Mid.Jayce' xSaliceResurrected.Base.SpellBase' xSaliceResurrected.Utilities.Util
xSaliceResurrected,xSaliceResurrected.Mid,xSaliceResurrected.PluginLoader' xSaliceResurrected.Managers.AoeSpellManager,xSaliceResurrected.Managers.AoeSpellManager' xSaliceResurrected.Managers.HitChanceManager' xSaliceResurrected.Managers.ItemManager' xSaliceResurrected.Managers.ManaManager' xSaliceResurrected.Managers.SpellCastManager' xSaliceResurrected.Managers.SpellManager' xSaliceResurrected.Champion' xSaliceResurrected.Utilities.DamageIndicator' xSaliceResurrected.Utilities.CustomPermaMenu' xSaliceResurrected.Utilities.Util' xSaliceResurrected.Managers.SummonerManager' xSaliceResurrected.Utilities.xSaliceWalker' xSaliceResurrected.Managers.AzirManager' xSaliceResurrected.Managers.OrbwalkManager' xSaliceResurrected.Utilities.BeforeAttackEventArgs' xSaliceResurrected.Persistence.Initiator' xSaliceResurrected.Utilities.WardJumper
xSaliceResurrected,xSaliceResurrected.Base,xSaliceResurrected.Managers.AoeSpellManager' xSaliceResurrected.Champion' xSaliceResurrected.Utilities.WardJumper,xSaliceResurrected.Managers.SpellManager
xSaliceResurrected,xSaliceResurrected,xSaliceResurrected.ADC.Ashe' xSaliceResurrected.ADC.Ezreal' xSaliceResurrected.ADC.Corki' xSaliceResurrected.ADC.Lucian' xSaliceResurrected.ADC.KogMaw' xSaliceResurrected.Mid.Ahri' xSaliceResurrected.Mid.Akali' xSaliceResurrected.Mid.Azir' xSaliceResurrected.Mid.Ekko' xSaliceResurrected.Mid.Cassiopeia' xSaliceResurrected.Utilities.Util' xSaliceResurrected.ADC.Urgot' xSaliceResurrected.Mid.Karthus' xSaliceResurrected.Mid.Jayce' xSaliceResurrected.Mid.Chogath' xSaliceResurrected.Mid.Orianna' xSaliceResurrected.Mid.Syndra' xSaliceResurrected.Mid.Viktor' xSaliceResurrected.Support.Zyra' xSaliceResurrected.Mid.Katarina' xSaliceResurrected.Managers.OrbwalkManager' xSaliceResurrected.Top.Fiora' xSaliceResurrected.Top.Irelia' xSaliceResurrected.Top.Vladimir' xSaliceResurrected.Top.Lissandra' xSaliceResurrected.Top.Rumble' xSaliceResurrected.Managers.ManaManager' xSaliceResurrected.Utilities.CustomPermaMenu,xSaliceResurrected.Managers.AzirManager' xSaliceResurrected.Managers.ItemManager' xSaliceResurrected.Base.SpellBase' xSaliceResurrected.Utilities.xSaliceWalker' xSaliceResurrected.Utilities.BeforeAttackEventArgs' xSaliceResurrected.ADC.Ashe' xSaliceResurrected.ADC.Corki' xSaliceResurrected.ADC.Ezreal' xSaliceResurrected.ADC.KogMaw' xSaliceResurrected.ADC.Lucian' xSaliceResurrected.ADC.Urgot' xSaliceResurrected.Mid.Ahri' xSaliceResurrected.Mid.Akali' xSaliceResurrected.Mid.Azir' xSaliceResurrected.Mid.Cassiopeia' xSaliceResurrected.Mid.Ekko' xSaliceResurrected.Mid.Jayce' xSaliceResurrected.Mid.Karthus' xSaliceResurrected.Mid.Orianna' xSaliceResurrected.Mid.Syndra' xSaliceResurrected.Mid.Viktor' xSaliceResurrected.Mid.Chogath' xSaliceResurrected.Mid.Katarina' xSaliceResurrected.Support.Zyra' xSaliceResurrected.Top.Fiora' xSaliceResurrected.Top.Irelia' xSaliceResurrected.Top.Lissandra' xSaliceResurrected.Top.Rumble' xSaliceResurrected.Top.Vladimir
xSaliceResurrected,xSaliceResurrected.Persistence,xSaliceResurrected.Mid.Orianna,
xSaliceResurrected,xSaliceResurrected.Support,xSaliceResurrected.PluginLoader,xSaliceResurrected.Managers.OrbwalkManager' xSaliceResurrected.Managers.AoeSpellManager' xSaliceResurrected.Managers.HitChanceManager' xSaliceResurrected.Managers.ItemManager' xSaliceResurrected.Managers.ManaManager' xSaliceResurrected.Managers.SpellCastManager' xSaliceResurrected.Managers.SpellManager' xSaliceResurrected.Champion' xSaliceResurrected.Utilities.DamageIndicator' xSaliceResurrected.Utilities.CustomPermaMenu' xSaliceResurrected.Utilities.xSaliceWalker' xSaliceResurrected.Utilities.BeforeAttackEventArgs
xSaliceResurrected,xSaliceResurrected.Top,xSaliceResurrected.PluginLoader,xSaliceResurrected.Managers.OrbwalkManager' xSaliceResurrected.Managers.ItemManager' xSaliceResurrected.Managers.ManaManager' xSaliceResurrected.Managers.SpellManager' xSaliceResurrected.Champion' xSaliceResurrected.Utilities.DamageIndicator' xSaliceResurrected.Utilities.CustomPermaMenu' xSaliceResurrected.Managers.AoeSpellManager' xSaliceResurrected.Managers.HitChanceManager' xSaliceResurrected.Managers.SpellCastManager
xSaliceResurrected,xSaliceResurrected.Properties,xSaliceResurrected.Utilities.CustomPermaMenu,
xSaliceResurrected,xSaliceResurrected.Utilities,xSaliceResurrected.ADC.Lucian' xSaliceResurrected.Top.Vladimir' xSaliceResurrected.ADC.KogMaw' xSaliceResurrected.ADC.Ashe' xSaliceResurrected.Mid.Ekko' xSaliceResurrected.Mid.Akali' xSaliceResurrected.ADC.Corki' xSaliceResurrected.Mid.Jayce' xSaliceResurrected.Mid.Ahri' xSaliceResurrected.Mid.Azir' xSaliceResurrected.ADC.Ezreal' xSaliceResurrected.Mid.Cassiopeia' xSaliceResurrected.Mid.Orianna' xSaliceResurrected.ADC.Urgot' xSaliceResurrected.Mid.Chogath' xSaliceResurrected.Mid.Syndra' xSaliceResurrected.Top.Rumble' xSaliceResurrected.Support.Zyra' xSaliceResurrected.Mid.Katarina' xSaliceResurrected.Top.Irelia' xSaliceResurrected.Mid.Karthus' xSaliceResurrected.Mid.Viktor' xSaliceResurrected.Top.Fiora' xSaliceResurrected.Top.Lissandra' xSaliceResurrected.Managers.ItemManager' xSaliceResurrected.Managers.OrbwalkManager' xSaliceResurrected.Champion' xSaliceResurrected.Managers.SpellCastManager,xSaliceResurrected.Champion' xSaliceResurrected.Properties.Resources' xSaliceResurrected.Base.SpellBase
