Implementation smell,Namespace,Class,File,Method,Description
Long Statement,WorkingWithDataMvc.Controllers,AccountController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\AccountController.cs,Login,The length of the statement  "                IdentityResult result = await IdentityManager.Authentication.CheckPasswordAndSignInAsync(AuthenticationManager' model.UserName' model.Password' model.RememberMe); " is 162.
Long Statement,WorkingWithDataMvc.Controllers,AccountController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\AccountController.cs,Disassociate,The length of the statement  "            IdentityResult result = await IdentityManager.Logins.RemoveLoginAsync(User.Identity.GetUserId()' loginProvider' providerKey); " is 125.
Long Statement,WorkingWithDataMvc.Controllers,AccountController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\AccountController.cs,Manage,The length of the statement  "                    IdentityResult result = await IdentityManager.Passwords.ChangePasswordAsync(User.Identity.GetUserName()' model.OldPassword' model.NewPassword); " is 143.
Long Statement,WorkingWithDataMvc.Controllers,AccountController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\AccountController.cs,Manage,The length of the statement  "                    IdentityResult result = await IdentityManager.Logins.AddLocalLoginAsync(userId' User.Identity.GetUserName()' model.NewPassword); " is 128.
Long Statement,WorkingWithDataMvc.Controllers,AccountController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\AccountController.cs,ExternalLogin,The length of the statement  "            return new ChallengeResult(provider' Url.Action("ExternalLoginCallback"' "Account"' new { loginProvider = provider' ReturnUrl = returnUrl })); " is 142.
Long Statement,WorkingWithDataMvc.Controllers,AccountController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\AccountController.cs,ExternalLoginConfirmation,The length of the statement  "                IdentityResult result = await IdentityManager.Authentication.CreateAndSignInExternalUserAsync(AuthenticationManager' new ApplicationUser { UserName = model.UserName }); " is 168.
Long Statement,WorkingWithDataMvc.Controllers,AccountController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\AccountController.cs,ExternalLoginsList,The length of the statement  "            return (ActionResult)PartialView("_ExternalLoginsListPartial"' new List<AuthenticationDescription>(AuthenticationManager.GetExternalAuthenticationTypes())); " is 156.
Long Statement,WorkingWithDataMvc.Controllers,ChallengeResult,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\AccountController.cs,ExecuteResult,The length of the statement  "                context.HttpContext.GetOwinContext().Authentication.Challenge(new AuthenticationProperties() { RedirectUrl = RedirectUrl }' LoginProvider); " is 139.
Long Statement,WorkingWithDataMvc.Controllers,ModelBindingController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\ModelBindingController.cs,Object,The length of the statement  "            return this.SetTempDataAndRedirectToAction(string.Format("{0} {1} {2}"' person.FirstName' person.LastName' person.Age)); " is 120.
Long Statement,WorkingWithDataMvc.Controllers,ModelBindingController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\ModelBindingController.cs,NestedObject,The length of the statement  "            return this.SetTempDataAndRedirectToAction(string.Format("{0} {1} {2}"' person.Name' person.Address.City' person.Address.Country)); " is 131.
Magic Number,WorkingWithDataMvc.Controllers,TemplatesController,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-02-ASP.NET-MVC\03. Working with Data\WorkingWithDataMvc\Controllers\TemplatesController.cs,Index,The following statement contains a magic number: return View(new IndexViewModel              {                  Text = "Some Text"'                  Number = 15'                  Date = DateTime.Now              });
