Implementation smell,Namespace,Class,File,Method,Description
Long Statement,WorkingWithLocalData.Droid,Resource,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-03-Xamarin-Forms\15. Working-with-local-data\WorkingWithLocalData\WorkingWithLocalData.Droid\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::SQLite.Net.Platform.XamarinAndroid.Resource.String.ApplicationName = global::WorkingWithLocalData.Droid.Resource.String.ApplicationName; " is 144.
Long Statement,WorkingWithLocalData.Droid,Resource,D:\research\architectureSmells\repos1\TelerikAcademy_SchoolAcademy\2015-03-Xamarin-Forms\15. Working-with-local-data\WorkingWithLocalData\WorkingWithLocalData.Droid\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::SQLite.Net.Platform.XamarinAndroid.Resource.String.Hello = global::WorkingWithLocalData.Droid.Resource.String.Hello; " is 124.
